type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.baggage,arrival.gate
arrival,landed,isl,ltba,,87.0,2021-12-16t17:00:00.000,,2021-12-16t18:26:00.000,2021-12-16t18:26:00.000,2021-12-16t18:26:00.000,tlv,llbg,,,2021-12-16t20:00:00.000,2021-12-16t18:58:00.000,2021-12-16t18:59:00.000,2021-12-16t18:59:00.000,2021-12-16t18:59:00.000,turkish airlines,tk,thy,6342,tk6342,thy6342,,,,,,,,,
arrival,active,dxb,omdb,,41.0,2021-12-16t20:55:00.000,,2021-12-16t21:36:00.000,2021-12-16t21:36:00.000,2021-12-16t21:36:00.000,tlv,llbg,,,2021-12-16t22:37:00.000,2021-12-16t22:32:00.000,,,,smartwings,qs,tvs,604,qs604,tvs604,,,,,,,,,
arrival,active,dxb,omdb,,68.0,2021-12-16t20:50:00.000,,2021-12-16t21:57:00.000,2021-12-16t21:57:00.000,2021-12-16t21:57:00.000,tlv,llbg,3,,2021-12-16t23:19:00.000,2021-12-16t23:17:00.000,,,,el al,ly,ely,5058,ly5058,ely5058,1,,,,,,,,
arrival,landed,bru,ebbr,b4,40.0,2021-12-16t20:45:00.000,2021-12-16t21:28:00.000,2021-12-16t21:25:00.000,2021-12-16t21:25:00.000,2021-12-16t21:25:00.000,tlv,llbg,3,23.0,2021-12-17t02:05:00.000,2021-12-17t02:25:00.000,2021-12-17t02:28:00.000,2021-12-17t02:28:00.000,2021-12-17t02:28:00.000,el al,ly,ely,332,ly332,ely332,,,,,,,,,
arrival,landed,ber,eddb,c21,11.0,2021-12-16t21:00:00.000,2021-12-16t21:00:00.000,2021-12-16t21:10:00.000,2021-12-16t21:10:00.000,2021-12-16t21:10:00.000,tlv,llbg,3,,2021-12-17t02:10:00.000,2021-12-17t01:40:00.000,2021-12-17t01:36:00.000,2021-12-17t01:36:00.000,2021-12-17t01:36:00.000,el al,ly,ely,2374,ly2374,ely2374,1,,,,,,,,
arrival,landed,ams,eham,d43,20.0,2021-12-16t20:55:00.000,2021-12-16t21:13:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,tlv,llbg,3,,2021-12-17t02:20:00.000,2021-12-17t02:14:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,air france,af,afr,8425,af8425,afr8425,2,klm,kl,klm,461,kl461,klm461,,
arrival,landed,ams,eham,d43,20.0,2021-12-16t20:55:00.000,2021-12-16t21:13:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,tlv,llbg,3,,2021-12-17t02:20:00.000,2021-12-17t02:14:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,delta air lines,dl,dal,9575,dl9575,dal9575,2,klm,kl,klm,461,kl461,klm461,,
arrival,landed,ams,eham,d43,20.0,2021-12-16t20:55:00.000,2021-12-16t21:13:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,tlv,llbg,3,,2021-12-17t02:20:00.000,2021-12-17t02:14:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,kenya airways,kq,kqa,1461,kq1461,kqa1461,2,klm,kl,klm,461,kl461,klm461,,
arrival,landed,ams,eham,d43,20.0,2021-12-16t20:55:00.000,2021-12-16t21:13:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,tlv,llbg,3,,2021-12-17t02:20:00.000,2021-12-17t02:14:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,2021-12-17t02:16:00.000,klm,kl,klm,461,kl461,klm461,2,,,,,,,,
arrival,landed,tbs,ugtb,102,,2021-12-17t01:35:00.000,2021-12-17t01:35:00.000,2021-12-17t01:33:00.000,2021-12-17t01:33:00.000,2021-12-17t01:33:00.000,tlv,llbg,3,,2021-12-17t02:20:00.000,2021-12-17t01:55:00.000,2021-12-17t01:59:00.000,2021-12-17t01:59:00.000,2021-12-17t01:59:00.000,israir airlines,6h,isr,892,6h892,isr892,,,,,,,,,
arrival,unknown,cdg,lfpg,,,2021-12-16t21:00:00.000,,,,,tlv,llbg,3,,2021-12-17t02:25:00.000,,,,,aeromexico,am,amx,7890,am7890,amx7890,2a,el al,ly,ely,328,ly328,ely328,,
arrival,unknown,cdg,lfpg,,,2021-12-16t21:00:00.000,,,,,tlv,llbg,3,,2021-12-17t02:25:00.000,,,,,el al,ly,ely,328,ly328,ely328,2a,,,,,,,,
arrival,landed,ist,ltfm,b3a,40.0,2021-12-17t01:35:00.000,2021-12-17t01:50:00.000,2021-12-17t02:14:00.000,2021-12-17t02:14:00.000,2021-12-17t02:14:00.000,tlv,llbg,3,21.0,2021-12-17t02:35:00.000,2021-12-17t02:55:00.000,2021-12-17t02:56:00.000,2021-12-17t02:56:00.000,2021-12-17t02:56:00.000,turkish airlines,tk,thy,810,tk810,thy810,,,,,,,,,
arrival,landed,muc,eddm,f21,30.0,2021-12-16t22:10:00.000,2021-12-16t22:10:00.000,2021-12-16t22:39:00.000,2021-12-16t22:39:00.000,2021-12-16t22:39:00.000,tlv,llbg,3,9.0,2021-12-17t02:50:00.000,2021-12-17t02:58:00.000,2021-12-17t02:59:00.000,2021-12-17t02:59:00.000,2021-12-17t02:59:00.000,brussels airlines,sn,bel,7165,sn7165,bel7165,1,lufthansa,lh,dlh,682,lh682,dlh682,,
arrival,landed,muc,eddm,f21,30.0,2021-12-16t22:10:00.000,2021-12-16t22:10:00.000,2021-12-16t22:39:00.000,2021-12-16t22:39:00.000,2021-12-16t22:39:00.000,tlv,llbg,3,9.0,2021-12-17t02:50:00.000,2021-12-17t02:58:00.000,2021-12-17t02:59:00.000,2021-12-17t02:59:00.000,2021-12-17t02:59:00.000,united airlines,ua,ual,9471,ua9471,ual9471,1,lufthansa,lh,dlh,682,lh682,dlh682,,
arrival,landed,muc,eddm,f21,30.0,2021-12-16t22:10:00.000,2021-12-16t22:10:00.000,2021-12-16t22:39:00.000,2021-12-16t22:39:00.000,2021-12-16t22:39:00.000,tlv,llbg,3,9.0,2021-12-17t02:50:00.000,2021-12-17t02:58:00.000,2021-12-17t02:59:00.000,2021-12-17t02:59:00.000,2021-12-17t02:59:00.000,lufthansa,lh,dlh,682,lh682,dlh682,1,,,,,,,,
arrival,cancelled,add,haab,,,2021-12-16t23:55:00.000,,,,,tlv,llbg,3,,2021-12-17t03:00:00.000,,,,,el al,ly,ely,8804,ly8804,ely8804,2,ethiopian airlines,et,eth,404,et404,eth404,,
arrival,cancelled,add,haab,,,2021-12-16t23:55:00.000,,,,,tlv,llbg,3,,2021-12-17t03:00:00.000,,,,,ethiopian airlines,et,eth,404,et404,eth404,2,,,,,,,,
arrival,landed,bcn,lebl,311,22.0,2021-12-16t22:20:00.000,2021-12-16t22:20:00.000,2021-12-16t22:41:00.000,2021-12-16t22:41:00.000,2021-12-16t22:41:00.000,tlv,llbg,3,4.0,2021-12-17t03:25:00.000,2021-12-17t03:26:00.000,2021-12-17t03:28:00.000,2021-12-17t03:28:00.000,2021-12-17t03:28:00.000,arkia israeli airlines,iz,aiz,272,iz272,aiz272,1,,,,,,,,
arrival,landed,fco,lirf,60,19.0,2021-12-16t23:10:00.000,2021-12-16t23:35:00.000,2021-12-16t23:28:00.000,2021-12-16t23:28:00.000,2021-12-16t23:28:00.000,tlv,llbg,3,,2021-12-17t03:30:00.000,2021-12-17t03:21:00.000,2021-12-17t03:22:00.000,2021-12-17t03:22:00.000,2021-12-17t03:22:00.000,italia trasporto aereo,az,ity,810,az810,ity810,1,,,,,,,,
arrival,landed,zrh,lszh,1,4.0,2021-12-16t22:45:00.000,2021-12-16t22:40:00.000,2021-12-16t22:48:00.000,2021-12-16t22:48:00.000,2021-12-16t22:48:00.000,tlv,llbg,3,,2021-12-17t03:30:00.000,2021-12-17t03:18:00.000,2021-12-17t03:19:00.000,2021-12-17t03:19:00.000,2021-12-17t03:19:00.000,swiss,lx,swr,256,lx256,swr256,,,,,,,,,
arrival,landed,waw,epwa,22n,42.0,2021-12-16t22:50:00.000,2021-12-16t23:10:00.000,2021-12-16t23:32:00.000,2021-12-16t23:32:00.000,2021-12-16t23:32:00.000,tlv,llbg,3,8.0,2021-12-17t03:35:00.000,2021-12-17t03:42:00.000,2021-12-17t03:43:00.000,2021-12-17t03:43:00.000,2021-12-17t03:43:00.000,lot - polish airlines,lo,lot,151,lo151,lot151,a,,,,,,,,
arrival,landed,cdg,lfpg,a42,11.0,2021-12-16t22:30:00.000,2021-12-16t22:45:00.000,2021-12-16t22:40:00.000,2021-12-16t22:40:00.000,2021-12-16t22:40:00.000,tlv,llbg,3,,2021-12-17t03:55:00.000,2021-12-17t03:31:00.000,2021-12-17t03:32:00.000,2021-12-17t03:32:00.000,2021-12-17t03:32:00.000,aeromexico,am,amx,7854,am7854,amx7854,2a,el al,ly,ely,326,ly326,ely326,,
arrival,landed,cdg,lfpg,a42,11.0,2021-12-16t22:30:00.000,2021-12-16t22:45:00.000,2021-12-16t22:40:00.000,2021-12-16t22:40:00.000,2021-12-16t22:40:00.000,tlv,llbg,3,,2021-12-17t03:55:00.000,2021-12-17t03:31:00.000,2021-12-17t03:32:00.000,2021-12-17t03:32:00.000,2021-12-17t03:32:00.000,el al,ly,ely,326,ly326,ely326,2a,,,,,,,,
arrival,landed,lhr,egll,20,16.0,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:31:00.000,2021-12-16t21:31:00.000,2021-12-16t21:31:00.000,tlv,llbg,1,,2021-12-17t04:15:00.000,2021-12-17t03:42:00.000,2021-12-17t03:38:00.000,2021-12-17t03:38:00.000,2021-12-17t03:38:00.000,aeromexico,am,amx,7698,am7698,amx7698,3,virgin atlantic,vs,vir,453,vs453,vir453,,
arrival,landed,lhr,egll,20,16.0,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:31:00.000,2021-12-16t21:31:00.000,2021-12-16t21:31:00.000,tlv,llbg,1,,2021-12-17t04:15:00.000,2021-12-17t03:42:00.000,2021-12-17t03:38:00.000,2021-12-17t03:38:00.000,2021-12-17t03:38:00.000,delta air lines,dl,dal,4420,dl4420,dal4420,3,virgin atlantic,vs,vir,453,vs453,vir453,,
arrival,landed,lhr,egll,20,16.0,2021-12-16t21:15:00.000,2021-12-16t21:15:00.000,2021-12-16t21:31:00.000,2021-12-16t21:31:00.000,2021-12-16t21:31:00.000,tlv,llbg,1,,2021-12-17t04:15:00.000,2021-12-17t03:42:00.000,2021-12-17t03:38:00.000,2021-12-17t03:38:00.000,2021-12-17t03:38:00.000,virgin atlantic,vs,vir,453,vs453,vir453,3,,,,,,,,
arrival,landed,mad,lemd,s,8.0,2021-12-16t22:45:00.000,2021-12-16t22:45:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,tlv,llbg,3,,2021-12-17t04:20:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,aeromexico,am,amx,7878,am7878,amx7878,4s,el al,ly,ely,398,ly398,ely398,,
arrival,landed,mad,lemd,s,8.0,2021-12-16t22:45:00.000,2021-12-16t22:45:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,tlv,llbg,3,,2021-12-17t04:20:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,aerolineas argentinas,ar,arg,7870,ar7870,arg7870,4s,el al,ly,ely,398,ly398,ely398,,
arrival,landed,mad,lemd,s,8.0,2021-12-16t22:45:00.000,2021-12-16t22:45:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,tlv,llbg,3,,2021-12-17t04:20:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,iberia,ib,ibe,2397,ib2397,ibe2397,4s,el al,ly,ely,398,ly398,ely398,,
arrival,landed,mad,lemd,s,8.0,2021-12-16t22:45:00.000,2021-12-16t22:45:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,2021-12-16t22:52:00.000,tlv,llbg,3,,2021-12-17t04:20:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,2021-12-17t04:19:00.000,el al,ly,ely,398,ly398,ely398,4s,,,,,,,,
arrival,landed,prg,lkpr,b7,16.0,2021-12-16t23:45:00.000,2021-12-16t23:45:00.000,2021-12-17t00:00:00.000,2021-12-17t00:00:00.000,2021-12-17t00:00:00.000,tlv,llbg,3,,2021-12-17t04:35:00.000,2021-12-17t04:22:00.000,2021-12-17t04:17:00.000,2021-12-17t04:17:00.000,2021-12-17t04:17:00.000,csa,ok,csa,5288,ok5288,csa5288,1,smartwings,qs,tvs,1286,qs1286,tvs1286,143,
arrival,landed,prg,lkpr,b7,16.0,2021-12-16t23:45:00.000,2021-12-16t23:45:00.000,2021-12-17t00:00:00.000,2021-12-17t00:00:00.000,2021-12-17t00:00:00.000,tlv,llbg,3,,2021-12-17t04:35:00.000,2021-12-17t04:22:00.000,2021-12-17t04:17:00.000,2021-12-17t04:17:00.000,2021-12-17t04:17:00.000,smartwings,qs,tvs,1286,qs1286,tvs1286,1,,,,,,,143,
arrival,active,svo,uuee,145,29.0,2021-12-17t01:40:00.000,2021-12-17t01:40:00.000,2021-12-17t02:08:00.000,2021-12-17t02:08:00.000,2021-12-17t02:08:00.000,tlv,llbg,3,4.0,2021-12-17t05:00:00.000,2021-12-17t05:04:00.000,,,,aeroflot,su,afl,500,su500,afl500,c,,,,,,,c6,
arrival,landed,hkt,vtsp,,19.0,2021-12-16t23:30:00.000,2021-12-16t23:30:00.000,2021-12-16t23:49:00.000,2021-12-16t23:49:00.000,2021-12-16t23:49:00.000,tlv,llbg,3,,2021-12-17t05:30:00.000,2021-12-17t05:18:00.000,2021-12-17t05:22:00.000,2021-12-17t05:22:00.000,2021-12-17t05:22:00.000,el al,ly,ely,82,ly82,ely82,i,,,,,,,,
arrival,landed,lgg,eblg,,53.0,2021-12-17t00:25:00.000,,2021-12-17t01:17:00.000,2021-12-17t01:17:00.000,2021-12-17t01:17:00.000,tlv,llbg,,20.0,2021-12-17t05:35:00.000,2021-12-17t05:56:00.000,2021-12-17t05:54:00.000,2021-12-17t05:54:00.000,2021-12-17t05:54:00.000,el al,ly,ely,232,ly232,ely232,,,,,,,,,
arrival,cancelled,cmn,gmmn,,,2021-12-16t23:55:00.000,,,,,tlv,llbg,3,,2021-12-17t06:15:00.000,,,,,royal air maroc,at,ram,228,at228,ram228,1,,,,,,,,
arrival,scheduled,mia,kmia,j5,68.0,2021-12-16t12:00:00.000,2021-12-16t12:55:00.000,2021-12-16t13:07:00.000,2021-12-16t13:07:00.000,2021-12-16t13:07:00.000,tlv,llbg,3,78.0,2021-12-17t06:45:00.000,2021-12-17t08:03:00.000,,,,aerolineas argentinas,ar,arg,7850,ar7850,arg7850,s,el al,ly,ely,18,ly18,ely18,,
arrival,scheduled,mia,kmia,j5,68.0,2021-12-16t12:00:00.000,2021-12-16t12:55:00.000,2021-12-16t13:07:00.000,2021-12-16t13:07:00.000,2021-12-16t13:07:00.000,tlv,llbg,3,78.0,2021-12-17t06:45:00.000,2021-12-17t08:03:00.000,,,,el al,ly,ely,18,ly18,ely18,s,,,,,,,,
arrival,scheduled,lgg,eblg,,,2021-12-17t01:55:00.000,,,,,tlv,llbg,,,2021-12-17t07:10:00.000,,,,,el al,ly,ely,832,ly832,ely832,,,,,,,,,
arrival,landed,hkg,vhhh,44,4.0,2021-12-17t01:30:00.000,2021-12-17t01:09:00.000,2021-12-17t01:34:00.000,2021-12-17t01:34:00.000,2021-12-17t01:34:00.000,tlv,llbg,3,,2021-12-17t07:15:00.000,2021-12-17t06:56:00.000,2021-12-17t06:56:00.000,2021-12-17t06:56:00.000,2021-12-17t06:56:00.000,cathay pacific,cx,cpa,675,cx675,cpa675,1,,,,,,,,
arrival,landed,pfo,lcph,,9.0,2021-12-17t06:35:00.000,2021-12-17t06:35:00.000,2021-12-17t06:43:00.000,2021-12-17t06:43:00.000,2021-12-17t06:43:00.000,tlv,llbg,1,,2021-12-17t07:40:00.000,2021-12-17t07:34:00.000,2021-12-17t07:29:00.000,2021-12-17t07:29:00.000,2021-12-17t07:29:00.000,ryanair,fr,ryr,4161,fr4161,ryr4161,,,,,,,,,
arrival,unknown,evn,udyz,,,2021-12-17t06:50:00.000,,,,,tlv,llbg,,,2021-12-17t08:20:00.000,,,,,aircompany armenia,rm,ngt,795,rm795,ngt795,,,,,,,,,
arrival,landed,skg,lgts,,10.0,2021-12-17t06:25:00.000,2021-12-17t06:25:00.000,2021-12-17t06:34:00.000,2021-12-17t06:34:00.000,2021-12-17t06:34:00.000,tlv,llbg,1,,2021-12-17t08:40:00.000,2021-12-17t08:27:00.000,2021-12-17t08:28:00.000,2021-12-17t08:28:00.000,2021-12-17t08:28:00.000,ryanair,fr,ryr,5525,fr5525,ryr5525,,,,,,,,,
arrival,landed,saw,ltfj,,19.0,2021-12-17t07:40:00.000,2021-12-17t07:40:00.000,2021-12-17t07:58:00.000,2021-12-17t07:58:00.000,2021-12-17t07:58:00.000,tlv,llbg,3,,2021-12-17t08:45:00.000,2021-12-17t08:38:00.000,2021-12-17t08:33:00.000,2021-12-17t08:33:00.000,2021-12-17t08:33:00.000,turkish airlines,tk,thy,7708,tk7708,thy7708,,,,,,,,,
arrival,landed,otp,lrop,,30.0,2021-12-17t06:05:00.000,2021-12-17t06:05:00.000,2021-12-17t06:35:00.000,2021-12-17t06:35:00.000,2021-12-17t06:35:00.000,tlv,llbg,1,12.0,2021-12-17t08:45:00.000,2021-12-17t08:57:00.000,2021-12-17t08:57:00.000,2021-12-17t08:57:00.000,2021-12-17t08:57:00.000,wizz air,w6,wzz,3257,w63257,wzz3257,,,,,,,,,
arrival,landed,ist,ltfm,a1a,16.0,2021-12-17t08:00:00.000,2021-12-17t08:00:00.000,2021-12-17t08:16:00.000,2021-12-17t08:16:00.000,2021-12-17t08:16:00.000,tlv,llbg,3,,2021-12-17t08:55:00.000,2021-12-17t08:58:00.000,2021-12-17t08:52:00.000,2021-12-17t08:52:00.000,2021-12-17t08:52:00.000,turkish airlines,tk,thy,784,tk784,thy784,,,,,,,,,
arrival,landed,saw,ltfj,,14.0,2021-12-17t08:05:00.000,2021-12-17t08:05:00.000,2021-12-17t08:18:00.000,2021-12-17t08:18:00.000,2021-12-17t08:18:00.000,tlv,llbg,3,,2021-12-17t09:10:00.000,2021-12-17t08:54:00.000,2021-12-17t08:55:00.000,2021-12-17t08:55:00.000,2021-12-17t08:55:00.000,pegasus,pc,pgt,795,pc795,pgt795,,,,,,,,,
arrival,landed,jfk,kjfk,,25.0,2021-12-16t16:00:00.000,2021-12-16t16:36:00.000,2021-12-16t16:25:00.000,2021-12-16t16:25:00.000,2021-12-16t16:25:00.000,tlv,llbg,3,17.0,2021-12-17t09:20:00.000,2021-12-17t09:36:00.000,2021-12-17t09:37:00.000,2021-12-17t09:37:00.000,2021-12-17t09:37:00.000,aerolineas argentinas,ar,arg,7852,ar7852,arg7852,4,el al,ly,ely,2,ly2,ely2,,
arrival,landed,jfk,kjfk,,25.0,2021-12-16t16:00:00.000,2021-12-16t16:36:00.000,2021-12-16t16:25:00.000,2021-12-16t16:25:00.000,2021-12-16t16:25:00.000,tlv,llbg,3,17.0,2021-12-17t09:20:00.000,2021-12-17t09:36:00.000,2021-12-17t09:37:00.000,2021-12-17t09:37:00.000,2021-12-17t09:37:00.000,aeromexico,am,amx,7868,am7868,amx7868,4,el al,ly,ely,2,ly2,ely2,,
arrival,landed,jfk,kjfk,,25.0,2021-12-16t16:00:00.000,2021-12-16t16:36:00.000,2021-12-16t16:25:00.000,2021-12-16t16:25:00.000,2021-12-16t16:25:00.000,tlv,llbg,3,17.0,2021-12-17t09:20:00.000,2021-12-17t09:36:00.000,2021-12-17t09:37:00.000,2021-12-17t09:37:00.000,2021-12-17t09:37:00.000,el al,ly,ely,2,ly2,ely2,4,,,,,,,,
arrival,landed,ewr,kewr,123,62.0,2021-12-16t16:10:00.000,2021-12-16t17:09:00.000,2021-12-16t17:12:00.000,2021-12-16t17:12:00.000,2021-12-16t17:12:00.000,tlv,llbg,3,46.0,2021-12-17t09:20:00.000,2021-12-17t10:05:00.000,2021-12-17t10:06:00.000,2021-12-17t10:06:00.000,2021-12-17t10:06:00.000,united airlines,ua,ual,84,ua84,ual84,c,,,,,,,,b6
arrival,landed,dxb,omdb,,33.0,2021-12-17t07:40:00.000,2021-12-17t07:40:00.000,2021-12-17t08:12:00.000,2021-12-17t08:12:00.000,2021-12-17t08:12:00.000,tlv,llbg,,11.0,2021-12-17t09:30:00.000,2021-12-17t09:39:00.000,2021-12-17t09:41:00.000,2021-12-17t09:41:00.000,2021-12-17t09:41:00.000,emirates,ek,uae,2369,ek2369,uae2369,3,flydubai,fz,fdb,1549,fz1549,fdb1549,,
arrival,landed,dxb,omdb,,33.0,2021-12-17t07:40:00.000,2021-12-17t07:40:00.000,2021-12-17t08:12:00.000,2021-12-17t08:12:00.000,2021-12-17t08:12:00.000,tlv,llbg,,11.0,2021-12-17t09:30:00.000,2021-12-17t09:39:00.000,2021-12-17t09:41:00.000,2021-12-17t09:41:00.000,2021-12-17t09:41:00.000,flydubai,fz,fdb,1549,fz1549,fdb1549,3,,,,,,,,
arrival,landed,bom,vabb,,,2021-12-17t05:15:00.000,,2021-12-17t05:05:00.000,2021-12-17t05:05:00.000,2021-12-17t05:05:00.000,tlv,llbg,,,2021-12-17t09:40:00.000,2021-12-17t09:23:00.000,2021-12-17t09:28:00.000,2021-12-17t09:28:00.000,2021-12-17t09:28:00.000,el al,ly,ely,72,ly72,ely72,,,,,,,,,
arrival,landed,ath,lgav,a23,2.0,2021-12-17t07:50:00.000,2021-12-17t07:50:00.000,2021-12-17t07:52:00.000,2021-12-17t07:52:00.000,2021-12-17t07:52:00.000,tlv,llbg,1,,2021-12-17t09:50:00.000,2021-12-17t09:27:00.000,2021-12-17t09:29:00.000,2021-12-17t09:29:00.000,2021-12-17t09:29:00.000,ryanair,fr,ryr,2823,fr2823,ryr2823,m,,,,,,,,
arrival,landed,bud,lhbp,,35.0,2021-12-17t05:50:00.000,2021-12-17t05:50:00.000,2021-12-17t06:25:00.000,2021-12-17t06:25:00.000,2021-12-17t06:25:00.000,tlv,llbg,1,7.0,2021-12-17t10:05:00.000,2021-12-17t10:13:00.000,2021-12-17t10:12:00.000,2021-12-17t10:12:00.000,2021-12-17t10:12:00.000,wizz air,w6,wzz,2325,w62325,wzz2325,2b,,,,,,,,
arrival,landed,etm,ller,,15.0,2021-12-17t09:05:00.000,,2021-12-17t09:20:00.000,2021-12-17t09:20:00.000,2021-12-17t09:20:00.000,tlv,llbg,1,8.0,2021-12-17t10:05:00.000,2021-12-17t10:10:00.000,2021-12-17t10:13:00.000,2021-12-17t10:13:00.000,2021-12-17t10:13:00.000,israir airlines,6h,isr,442,6h442,isr442,,,,,,,,,
arrival,landed,yyz,cyyz,e71,21.0,2021-12-16t16:50:00.000,2021-12-16t17:13:00.000,2021-12-16t17:10:00.000,2021-12-16t17:10:00.000,2021-12-16t17:10:00.000,tlv,llbg,3,10.0,2021-12-17t10:15:00.000,2021-12-17t10:19:00.000,2021-12-17t10:25:00.000,2021-12-17t10:25:00.000,2021-12-17t10:25:00.000,air canada,ac,aca,80,ac80,aca80,1,,,,,,,,
arrival,landed,bud,lhbp,,11.0,2021-12-17t06:10:00.000,2021-12-17t06:10:00.000,2021-12-17t06:21:00.000,2021-12-17t06:21:00.000,2021-12-17t06:21:00.000,tlv,llbg,1,,2021-12-17t10:30:00.000,2021-12-17t10:03:00.000,2021-12-17t10:04:00.000,2021-12-17t10:04:00.000,2021-12-17t10:04:00.000,ryanair,fr,ryr,6768,fr6768,ryr6768,2b,,,,,,,,
arrival,landed,vie,loww,g16,15.0,2021-12-17t06:00:00.000,2021-12-17t06:00:00.000,2021-12-17t06:15:00.000,2021-12-17t06:15:00.000,2021-12-17t06:15:00.000,tlv,llbg,1,,2021-12-17t10:30:00.000,2021-12-17t10:22:00.000,2021-12-17t10:29:00.000,2021-12-17t10:29:00.000,2021-12-17t10:29:00.000,ryanair,fr,ryr,7161,fr7161,ryr7161,1,,,,,,,,
arrival,landed,vie,loww,g17,8.0,2021-12-17t06:00:00.000,2021-12-17t06:00:00.000,2021-12-17t06:08:00.000,2021-12-17t06:08:00.000,2021-12-17t06:08:00.000,tlv,llbg,1,,2021-12-17t10:30:00.000,2021-12-17t10:10:00.000,2021-12-17t10:09:00.000,2021-12-17t10:09:00.000,2021-12-17t10:09:00.000,wizz air,w6,wzz,2811,w62811,wzz2811,1,,,,,,,,
arrival,landed,waw,epwa,101,21.0,2021-12-17t05:55:00.000,2021-12-17t05:55:00.000,2021-12-17t06:15:00.000,2021-12-17t06:15:00.000,2021-12-17t06:15:00.000,tlv,llbg,1,,2021-12-17t10:40:00.000,2021-12-17t10:30:00.000,2021-12-17t10:36:00.000,2021-12-17t10:36:00.000,2021-12-17t10:36:00.000,wizz air,w6,wzz,1559,w61559,wzz1559,a,,,,,,,,
arrival,scheduled,lhr,egll,b38,,2021-12-16t20:20:00.000,2021-12-16t16:59:00.000,,,,tlv,llbg,3,,2021-12-17t03:05:00.000,,,,,american airlines,aa,aal,8373,aa8373,aal8373,2,el al,ly,ely,318,ly318,ely318,,
arrival,scheduled,lhr,egll,b38,,2021-12-16t20:20:00.000,2021-12-16t16:59:00.000,,,,tlv,llbg,3,,2021-12-17t03:05:00.000,,,,,aeromexico,am,amx,7876,am7876,amx7876,2,el al,ly,ely,318,ly318,ely318,,
arrival,scheduled,lhr,egll,b38,,2021-12-16t20:20:00.000,2021-12-16t16:59:00.000,,,,tlv,llbg,3,,2021-12-17t03:05:00.000,,,,,el al,ly,ely,318,ly318,ely318,2,,,,,,,,
arrival,landed,fco,lirf,e40,31.0,2021-12-17t06:25:00.000,2021-12-17t06:35:00.000,2021-12-17t06:56:00.000,2021-12-17t06:56:00.000,2021-12-17t06:56:00.000,tlv,llbg,1,10.0,2021-12-17t10:45:00.000,2021-12-17t10:52:00.000,2021-12-17t10:54:00.000,2021-12-17t10:54:00.000,2021-12-17t10:54:00.000,wizz air,w6,wzz,8287,w68287,wzz8287,1,,,,,,,,
arrival,landed,fco,lirf,81,19.0,2021-12-17t06:30:00.000,2021-12-17t06:30:00.000,2021-12-17t06:49:00.000,2021-12-17t06:49:00.000,2021-12-17t06:49:00.000,tlv,llbg,1,,2021-12-17t10:55:00.000,2021-12-17t10:50:00.000,2021-12-17t10:50:00.000,2021-12-17t10:50:00.000,2021-12-17t10:50:00.000,ryanair,fr,ryr,7090,fr7090,ryr7090,1,,,,,,,,
arrival,scheduled,lgg,eblg,,,2021-12-17t05:45:00.000,,,,,tlv,llbg,,,2021-12-17t11:10:00.000,,,,,c.a.l. cargo airlines,5c,icl,904,5c904,icl904,,,,,,,,,
