type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.baggage,arrival.gate
arrival,landed,cdg,lfpg,,28.0,2021-12-12t00:01:00.000,2021-12-12t00:24:00.000,2021-12-12t00:29:00.000,2021-12-12t00:29:00.000,2021-12-12t00:29:00.000,tlv,llbg,,10.0,2021-12-12t05:21:00.000,2021-12-12t05:31:00.000,2021-12-12t05:30:00.000,2021-12-12t05:30:00.000,2021-12-12t05:30:00.000,fedex,fx,fdx,5065,fx5065,fdx5065,,,,,,,,,
arrival,active,dxb,omdb,,75.0,2021-12-12t17:00:00.000,,2021-12-12t18:15:00.000,2021-12-12t18:15:00.000,2021-12-12t18:15:00.000,tlv,llbg,3,,2021-12-12t19:36:00.000,2021-12-12t19:29:00.000,,,,el al,ly,ely,5060,ly5060,ely5060,1,,,,,,,,
arrival,landed,bud,lhbp,,8.0,2021-12-12t15:35:00.000,,2021-12-12t15:42:00.000,2021-12-12t15:42:00.000,2021-12-12t15:42:00.000,tlv,llbg,,,2021-12-12t23:20:00.000,2021-12-12t19:38:00.000,2021-12-12t19:36:00.000,2021-12-12t19:36:00.000,2021-12-12t19:36:00.000,blue bird airways,bz,bbg,441,bz441,bbg441,2b,,,,,,,,
arrival,scheduled,tbs,ugtb,102,92.0,2021-12-13t01:20:00.000,2021-12-13t02:40:00.000,2021-12-13t02:52:00.000,2021-12-13t02:52:00.000,2021-12-13t02:52:00.000,tlv,llbg,3,72.0,2021-12-13t02:05:00.000,2021-12-13t03:16:00.000,,,,israir airlines,6h,isr,892,6h892,isr892,,,,,,,,,
arrival,landed,dxb,omdb,,69.0,2021-12-13t00:15:00.000,2021-12-13t00:15:00.000,2021-12-13t01:23:00.000,2021-12-13t01:23:00.000,2021-12-13t01:23:00.000,tlv,llbg,3,44.0,2021-12-13t02:05:00.000,2021-12-13t02:42:00.000,2021-12-13t02:48:00.000,2021-12-13t02:48:00.000,2021-12-13t02:48:00.000,arkia israeli airlines,iz,aiz,606,iz606,aiz606,1,,,,,,,,
arrival,landed,ams,eham,d25,3.0,2021-12-12t20:55:00.000,2021-12-12t20:55:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,tlv,llbg,3,,2021-12-13t02:20:00.000,2021-12-13t01:59:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,air france,af,afr,8425,af8425,afr8425,2,klm,kl,klm,461,kl461,klm461,,
arrival,landed,ams,eham,d25,3.0,2021-12-12t20:55:00.000,2021-12-12t20:55:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,tlv,llbg,3,,2021-12-13t02:20:00.000,2021-12-13t01:59:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,delta air lines,dl,dal,9575,dl9575,dal9575,2,klm,kl,klm,461,kl461,klm461,,
arrival,landed,ams,eham,d25,3.0,2021-12-12t20:55:00.000,2021-12-12t20:55:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,tlv,llbg,3,,2021-12-13t02:20:00.000,2021-12-13t01:59:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,kenya airways,kq,kqa,1461,kq1461,kqa1461,2,klm,kl,klm,461,kl461,klm461,,
arrival,landed,ams,eham,d25,3.0,2021-12-12t20:55:00.000,2021-12-12t20:55:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,2021-12-12t20:57:00.000,tlv,llbg,3,,2021-12-13t02:20:00.000,2021-12-13t01:59:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,2021-12-13t02:01:00.000,klm,kl,klm,461,kl461,klm461,2,,,,,,,,
arrival,landed,kbp,ukbb,d2,17.0,2021-12-12t23:20:00.000,2021-12-12t23:29:00.000,2021-12-12t23:36:00.000,2021-12-12t23:36:00.000,2021-12-12t23:36:00.000,tlv,llbg,3,9.0,2021-12-13t02:35:00.000,2021-12-13t02:42:00.000,2021-12-13t02:43:00.000,2021-12-13t02:43:00.000,2021-12-13t02:43:00.000,el al,ly,ely,2654,ly2654,ely2654,d,,,,,,,,
arrival,landed,ist,ltfm,b7b,23.0,2021-12-13t01:35:00.000,2021-12-13t01:35:00.000,2021-12-13t01:57:00.000,2021-12-13t01:57:00.000,2021-12-13t01:57:00.000,tlv,llbg,3,11.0,2021-12-13t02:35:00.000,2021-12-13t02:46:00.000,2021-12-13t02:46:00.000,2021-12-13t02:46:00.000,2021-12-13t02:46:00.000,turkish airlines,tk,thy,810,tk810,thy810,,,,,,,,,
arrival,landed,lis,lppt,,11.0,2021-12-12t19:15:00.000,2021-12-12t19:27:00.000,2021-12-12t19:25:00.000,2021-12-12t19:25:00.000,2021-12-12t19:25:00.000,tlv,llbg,3,,2021-12-13t02:45:00.000,2021-12-13t02:25:00.000,2021-12-13t02:25:00.000,2021-12-13t02:25:00.000,2021-12-13t02:25:00.000,tap air portugal,tp,tap,8913,tp8913,tap8913,1,el al,ly,ely,376,ly376,ely376,,
arrival,landed,lis,lppt,,11.0,2021-12-12t19:15:00.000,2021-12-12t19:27:00.000,2021-12-12t19:25:00.000,2021-12-12t19:25:00.000,2021-12-12t19:25:00.000,tlv,llbg,3,,2021-12-13t02:45:00.000,2021-12-13t02:25:00.000,2021-12-13t02:25:00.000,2021-12-13t02:25:00.000,2021-12-13t02:25:00.000,el al,ly,ely,376,ly376,ely376,1,,,,,,,,
arrival,landed,muc,eddm,f21,19.0,2021-12-12t22:10:00.000,2021-12-12t22:10:00.000,2021-12-12t22:29:00.000,2021-12-12t22:29:00.000,2021-12-12t22:29:00.000,tlv,llbg,3,7.0,2021-12-13t02:50:00.000,2021-12-13t02:55:00.000,2021-12-13t02:57:00.000,2021-12-13t02:57:00.000,2021-12-13t02:57:00.000,brussels airlines,sn,bel,7165,sn7165,bel7165,1,lufthansa,lh,dlh,682,lh682,dlh682,,
arrival,landed,muc,eddm,f21,19.0,2021-12-12t22:10:00.000,2021-12-12t22:10:00.000,2021-12-12t22:29:00.000,2021-12-12t22:29:00.000,2021-12-12t22:29:00.000,tlv,llbg,3,7.0,2021-12-13t02:50:00.000,2021-12-13t02:55:00.000,2021-12-13t02:57:00.000,2021-12-13t02:57:00.000,2021-12-13t02:57:00.000,united airlines,ua,ual,9471,ua9471,ual9471,1,lufthansa,lh,dlh,682,lh682,dlh682,,
arrival,landed,muc,eddm,f21,19.0,2021-12-12t22:10:00.000,2021-12-12t22:10:00.000,2021-12-12t22:29:00.000,2021-12-12t22:29:00.000,2021-12-12t22:29:00.000,tlv,llbg,3,7.0,2021-12-13t02:50:00.000,2021-12-13t02:55:00.000,2021-12-13t02:57:00.000,2021-12-13t02:57:00.000,2021-12-13t02:57:00.000,lufthansa,lh,dlh,682,lh682,dlh682,1,,,,,,,,
arrival,unknown,ams,eham,,,2021-12-12t21:30:00.000,,,,,tlv,llbg,3,,2021-12-13t03:00:00.000,,,,,aeromexico,am,amx,7850,am7850,amx7850,,el al,ly,ely,336,ly336,ely336,,
arrival,unknown,ams,eham,,,2021-12-12t21:30:00.000,,,,,tlv,llbg,3,,2021-12-13t03:00:00.000,,,,,el al,ly,ely,336,ly336,ely336,,,,,,,,,
arrival,landed,bcn,lebl,d14,36.0,2021-12-12t22:00:00.000,2021-12-12t22:00:00.000,2021-12-12t22:35:00.000,2021-12-12t22:35:00.000,2021-12-12t22:35:00.000,tlv,llbg,3,19.0,2021-12-13t03:05:00.000,2021-12-13t03:20:00.000,2021-12-13t03:23:00.000,2021-12-13t03:23:00.000,2021-12-13t03:23:00.000,arkia israeli airlines,iz,aiz,272,iz272,aiz272,1,,,,,,,,
arrival,landed,lhr,egll,b38,22.0,2021-12-12t20:20:00.000,2021-12-12t20:46:00.000,2021-12-12t20:42:00.000,2021-12-12t20:42:00.000,2021-12-12t20:42:00.000,tlv,llbg,3,,2021-12-13t03:05:00.000,2021-12-13t02:51:00.000,2021-12-13t02:54:00.000,2021-12-13t02:54:00.000,2021-12-13t02:54:00.000,american airlines,aa,aal,8373,aa8373,aal8373,2,el al,ly,ely,318,ly318,ely318,,
arrival,landed,lhr,egll,b38,22.0,2021-12-12t20:20:00.000,2021-12-12t20:46:00.000,2021-12-12t20:42:00.000,2021-12-12t20:42:00.000,2021-12-12t20:42:00.000,tlv,llbg,3,,2021-12-13t03:05:00.000,2021-12-13t02:51:00.000,2021-12-13t02:54:00.000,2021-12-13t02:54:00.000,2021-12-13t02:54:00.000,aeromexico,am,amx,7876,am7876,amx7876,2,el al,ly,ely,318,ly318,ely318,,
arrival,landed,lhr,egll,b38,22.0,2021-12-12t20:20:00.000,2021-12-12t20:46:00.000,2021-12-12t20:42:00.000,2021-12-12t20:42:00.000,2021-12-12t20:42:00.000,tlv,llbg,3,,2021-12-13t03:05:00.000,2021-12-13t02:51:00.000,2021-12-13t02:54:00.000,2021-12-13t02:54:00.000,2021-12-13t02:54:00.000,el al,ly,ely,318,ly318,ely318,2,,,,,,,,
arrival,landed,bru,ebbr,b10,26.0,2021-12-12t21:45:00.000,2021-12-12t22:13:00.000,2021-12-12t22:11:00.000,2021-12-12t22:11:00.000,2021-12-12t22:11:00.000,tlv,llbg,3,10.0,2021-12-13t03:05:00.000,2021-12-13t03:11:00.000,2021-12-13t03:15:00.000,2021-12-13t03:15:00.000,2021-12-13t03:15:00.000,el al,ly,ely,332,ly332,ely332,,,,,,,,,
arrival,landed,ber,eddb,822,,2021-12-12t22:00:00.000,2021-12-12t22:00:00.000,2021-12-12t21:52:00.000,2021-12-12t21:52:00.000,2021-12-12t21:52:00.000,tlv,llbg,3,,2021-12-13t03:10:00.000,2021-12-13t02:29:00.000,2021-12-13t02:32:00.000,2021-12-13t02:32:00.000,2021-12-13t02:32:00.000,el al,ly,ely,2374,ly2374,ely2374,1,,,,,,,,
arrival,landed,fco,lirf,60,6.0,2021-12-12t23:10:00.000,2021-12-12t23:13:00.000,2021-12-12t23:15:00.000,2021-12-12t23:15:00.000,2021-12-12t23:15:00.000,tlv,llbg,3,,2021-12-13t03:30:00.000,2021-12-13t04:29:00.000,2021-12-13t03:12:00.000,2021-12-13t03:12:00.000,2021-12-13t03:12:00.000,italia trasporto aereo,az,ity,810,az810,ity810,1,,,,,,,,
arrival,landed,zrh,lszh,1,4.0,2021-12-12t22:45:00.000,2021-12-12t22:40:00.000,2021-12-12t22:48:00.000,2021-12-12t22:48:00.000,2021-12-12t22:48:00.000,tlv,llbg,3,,2021-12-13t03:30:00.000,2021-12-13t03:19:00.000,2021-12-13t03:21:00.000,2021-12-13t03:21:00.000,2021-12-13t03:21:00.000,el al,ly,ely,8852,ly8852,ely8852,,swiss,lx,swr,256,lx256,swr256,,
arrival,landed,zrh,lszh,1,4.0,2021-12-12t22:45:00.000,2021-12-12t22:40:00.000,2021-12-12t22:48:00.000,2021-12-12t22:48:00.000,2021-12-12t22:48:00.000,tlv,llbg,3,,2021-12-13t03:30:00.000,2021-12-13t03:19:00.000,2021-12-13t03:21:00.000,2021-12-13t03:21:00.000,2021-12-13t03:21:00.000,swiss,lx,swr,256,lx256,swr256,,,,,,,,,
arrival,landed,waw,epwa,10n,35.0,2021-12-12t22:50:00.000,2021-12-12t22:50:00.000,2021-12-12t23:24:00.000,2021-12-12t23:24:00.000,2021-12-12t23:24:00.000,tlv,llbg,3,23.0,2021-12-13t03:35:00.000,2021-12-13t03:59:00.000,2021-12-13t03:58:00.000,2021-12-13t03:58:00.000,2021-12-13t03:58:00.000,lot - polish airlines,lo,lot,151,lo151,lot151,a,,,,,,,,
arrival,landed,cdg,lfpg,a43,28.0,2021-12-12t22:30:00.000,2021-12-12t22:58:00.000,2021-12-12t22:58:00.000,2021-12-12t22:58:00.000,2021-12-12t22:58:00.000,tlv,llbg,3,3.0,2021-12-13t03:55:00.000,2021-12-13t03:48:00.000,2021-12-13t03:57:00.000,2021-12-13t03:57:00.000,2021-12-13t03:57:00.000,aeromexico,am,amx,7854,am7854,amx7854,2a,el al,ly,ely,326,ly326,ely326,,
arrival,landed,cdg,lfpg,a43,28.0,2021-12-12t22:30:00.000,2021-12-12t22:58:00.000,2021-12-12t22:58:00.000,2021-12-12t22:58:00.000,2021-12-12t22:58:00.000,tlv,llbg,3,3.0,2021-12-13t03:55:00.000,2021-12-13t03:48:00.000,2021-12-13t03:57:00.000,2021-12-13t03:57:00.000,2021-12-13t03:57:00.000,el al,ly,ely,326,ly326,ely326,2a,,,,,,,,
arrival,landed,lhr,egll,18,65.0,2021-12-12t21:15:00.000,2021-12-12t22:00:00.000,2021-12-12t22:20:00.000,2021-12-12t22:20:00.000,2021-12-12t22:20:00.000,tlv,llbg,3,14.0,2021-12-13t04:15:00.000,2021-12-13t04:27:00.000,2021-12-13t04:28:00.000,2021-12-13t04:28:00.000,2021-12-13t04:28:00.000,aeromexico,am,amx,7698,am7698,amx7698,3,virgin atlantic,vs,vir,453,vs453,vir453,,
arrival,landed,lhr,egll,18,65.0,2021-12-12t21:15:00.000,2021-12-12t22:00:00.000,2021-12-12t22:20:00.000,2021-12-12t22:20:00.000,2021-12-12t22:20:00.000,tlv,llbg,3,14.0,2021-12-13t04:15:00.000,2021-12-13t04:27:00.000,2021-12-13t04:28:00.000,2021-12-13t04:28:00.000,2021-12-13t04:28:00.000,delta air lines,dl,dal,4420,dl4420,dal4420,3,virgin atlantic,vs,vir,453,vs453,vir453,,
arrival,landed,lhr,egll,18,65.0,2021-12-12t21:15:00.000,2021-12-12t22:00:00.000,2021-12-12t22:20:00.000,2021-12-12t22:20:00.000,2021-12-12t22:20:00.000,tlv,llbg,3,14.0,2021-12-13t04:15:00.000,2021-12-13t04:27:00.000,2021-12-13t04:28:00.000,2021-12-13t04:28:00.000,2021-12-13t04:28:00.000,virgin atlantic,vs,vir,453,vs453,vir453,3,,,,,,,,
arrival,landed,prg,lkpr,b8,30.0,2021-12-12t23:45:00.000,2021-12-12t23:45:00.000,2021-12-13t00:14:00.000,2021-12-13t00:14:00.000,2021-12-13t00:14:00.000,tlv,llbg,3,4.0,2021-12-13t04:35:00.000,2021-12-13t04:44:00.000,2021-12-13t04:38:00.000,2021-12-13t04:38:00.000,2021-12-13t04:38:00.000,csa,ok,csa,5288,ok5288,csa5288,1,smartwings,qs,tvs,1286,qs1286,tvs1286,143,
arrival,landed,prg,lkpr,b8,30.0,2021-12-12t23:45:00.000,2021-12-12t23:45:00.000,2021-12-13t00:14:00.000,2021-12-13t00:14:00.000,2021-12-13t00:14:00.000,tlv,llbg,3,4.0,2021-12-13t04:35:00.000,2021-12-13t04:44:00.000,2021-12-13t04:38:00.000,2021-12-13t04:38:00.000,2021-12-13t04:38:00.000,smartwings,qs,tvs,1286,qs1286,tvs1286,1,,,,,,,143,
arrival,unknown,lgg,eblg,,,2021-12-12t23:45:00.000,,,,,tlv,llbg,,,2021-12-13t05:00:00.000,,,,,el al,ly,ely,822,ly822,ely822,,,,,,,,,
arrival,landed,svo,uuee,126,16.0,2021-12-13t01:40:00.000,2021-12-13t01:40:00.000,2021-12-13t01:55:00.000,2021-12-13t01:55:00.000,2021-12-13t01:55:00.000,tlv,llbg,3,,2021-12-13t05:00:00.000,2021-12-13t04:50:00.000,2021-12-13t04:51:00.000,2021-12-13t04:51:00.000,2021-12-13t04:51:00.000,aeroflot,su,afl,500,su500,afl500,c,,,,,,,c4,
arrival,landed,hkt,vtsp,,5.0,2021-12-12t23:30:00.000,2021-12-12t23:37:00.000,2021-12-12t23:35:00.000,2021-12-12t23:35:00.000,2021-12-12t23:35:00.000,tlv,llbg,3,,2021-12-13t05:30:00.000,2021-12-13t05:22:00.000,2021-12-13t05:25:00.000,2021-12-13t05:25:00.000,2021-12-13t05:25:00.000,el al,ly,ely,82,ly82,ely82,i,,,,,,,,
arrival,landed,lgg,eblg,,,2021-12-13t01:20:00.000,2021-12-13t01:20:00.000,2021-12-13t01:09:00.000,2021-12-13t01:09:00.000,2021-12-13t01:09:00.000,tlv,llbg,,,2021-12-13t06:30:00.000,2021-12-13t05:50:00.000,2021-12-13t05:48:00.000,2021-12-13t05:48:00.000,2021-12-13t05:48:00.000,el al,ly,ely,232,ly232,ely232,,,,,,,,,
arrival,scheduled,mia,kmia,j5,249.0,2021-12-12t12:00:00.000,2021-12-12t16:10:00.000,2021-12-12t16:09:00.000,2021-12-12t16:09:00.000,2021-12-12t16:09:00.000,tlv,llbg,3,208.0,2021-12-13t06:45:00.000,2021-12-13t10:12:00.000,,,,aerolineas argentinas,ar,arg,7850,ar7850,arg7850,s,el al,ly,ely,18,ly18,ely18,,
arrival,scheduled,mia,kmia,j5,249.0,2021-12-12t12:00:00.000,2021-12-12t16:10:00.000,2021-12-12t16:09:00.000,2021-12-12t16:09:00.000,2021-12-12t16:09:00.000,tlv,llbg,3,208.0,2021-12-13t06:45:00.000,2021-12-13t10:12:00.000,,,,el al,ly,ely,18,ly18,ely18,s,,,,,,,,
arrival,landed,amm,ojai,24,33.0,2021-12-13t06:05:00.000,2021-12-13t05:49:00.000,2021-12-13t06:38:00.000,2021-12-13t06:38:00.000,2021-12-13t06:38:00.000,tlv,llbg,3,14.0,2021-12-13t06:50:00.000,2021-12-13t07:05:00.000,2021-12-13t07:03:00.000,2021-12-13t07:03:00.000,2021-12-13t07:03:00.000,royal jordanian,rj,rja,342,rj342,rja342,,,,,,,,,
arrival,landed,hkg,vhhh,49,26.0,2021-12-13t01:30:00.000,2021-12-13t01:30:00.000,2021-12-13t01:56:00.000,2021-12-13t01:56:00.000,2021-12-13t01:56:00.000,tlv,llbg,3,,2021-12-13t07:15:00.000,2021-12-13t06:58:00.000,2021-12-13t06:58:00.000,2021-12-13t06:58:00.000,2021-12-13t06:58:00.000,cathay pacific,cx,cpa,675,cx675,cpa675,1,,,,,,,,
arrival,landed,lgg,eblg,,,2021-12-13t01:50:00.000,,2021-12-13t01:48:00.000,2021-12-13t01:48:00.000,2021-12-13t01:48:00.000,tlv,llbg,,,2021-12-13t07:20:00.000,2021-12-13t06:52:00.000,2021-12-13t06:44:00.000,2021-12-13t06:44:00.000,2021-12-13t06:44:00.000,asl airlines belgium,3v,tay,4848,3v4848,tay4848,,,,,,,,,
arrival,scheduled,lca,lclk,,,2021-12-13t07:30:00.000,,,,,tlv,llbg,,,2021-12-13t08:30:00.000,,,,,tus airways,u8,cyf,106,u8106,cyf106,,,,,,,,,
arrival,landed,saw,ltfj,,9.0,2021-12-13t07:40:00.000,2021-12-13t07:40:00.000,2021-12-13t07:49:00.000,2021-12-13t07:49:00.000,2021-12-13t07:49:00.000,tlv,llbg,3,,2021-12-13t08:45:00.000,2021-12-13t08:32:00.000,2021-12-13t08:32:00.000,2021-12-13t08:32:00.000,2021-12-13t08:32:00.000,turkish airlines,tk,thy,7708,tk7708,thy7708,,,,,,,,,
arrival,landed,ist,ltfm,a4b,12.0,2021-12-13t08:00:00.000,2021-12-13t08:00:00.000,2021-12-13t08:12:00.000,2021-12-13t08:12:00.000,2021-12-13t08:12:00.000,tlv,llbg,3,10.0,2021-12-13t08:55:00.000,2021-12-13t08:56:00.000,2021-12-13t09:05:00.000,2021-12-13t09:05:00.000,2021-12-13t09:05:00.000,turkish airlines,tk,thy,784,tk784,thy784,,,,,,,,,
arrival,landed,etm,ller,,4.0,2021-12-13t08:00:00.000,,2021-12-13t08:04:00.000,2021-12-13t08:04:00.000,2021-12-13t08:04:00.000,tlv,llbg,3,,2021-12-13t09:00:00.000,2021-12-13t08:52:00.000,2021-12-13t08:51:00.000,2021-12-13t08:51:00.000,2021-12-13t08:51:00.000,israir airlines,6h,isr,426,6h426,isr426,,,,,,,,,
arrival,landed,saw,ltfj,301b,19.0,2021-12-13t08:05:00.000,2021-12-13t08:05:00.000,2021-12-13t08:23:00.000,2021-12-13t08:23:00.000,2021-12-13t08:23:00.000,tlv,llbg,3,2.0,2021-12-13t09:10:00.000,2021-12-13t09:05:00.000,2021-12-13t09:12:00.000,2021-12-13t09:12:00.000,2021-12-13t09:12:00.000,pegasus,pc,pgt,795,pc795,pgt795,,,,,,,,,
arrival,landed,sof,lbsf,1,46.0,2021-12-13t06:40:00.000,2021-12-13t06:40:00.000,2021-12-13t07:26:00.000,2021-12-13t07:26:00.000,2021-12-13t07:26:00.000,tlv,llbg,3,38.0,2021-12-13t09:10:00.000,2021-12-13t09:39:00.000,2021-12-13t09:48:00.000,2021-12-13t09:48:00.000,2021-12-13t09:48:00.000,wizz air,w6,wzz,4427,w64427,wzz4427,1,,,,,,,,
arrival,landed,ewr,kewr,123,69.0,2021-12-12t16:10:00.000,2021-12-12t17:16:00.000,2021-12-12t17:19:00.000,2021-12-12t17:19:00.000,2021-12-12t17:19:00.000,tlv,llbg,3,46.0,2021-12-13t09:20:00.000,2021-12-13t09:58:00.000,2021-12-13t10:06:00.000,2021-12-13t10:06:00.000,2021-12-13t10:06:00.000,united airlines,ua,ual,84,ua84,ual84,c,,,,,,,,b6
arrival,landed,dxb,omdb,,43.0,2021-12-13t07:40:00.000,,2021-12-13t08:23:00.000,2021-12-13t08:23:00.000,2021-12-13t08:23:00.000,tlv,llbg,3,14.0,2021-12-13t09:30:00.000,2021-12-13t09:38:00.000,2021-12-13t09:44:00.000,2021-12-13t09:44:00.000,2021-12-13t09:44:00.000,emirates,ek,uae,2369,ek2369,uae2369,3,flydubai,fz,fdb,1549,fz1549,fdb1549,,
arrival,landed,dxb,omdb,,43.0,2021-12-13t07:40:00.000,,2021-12-13t08:23:00.000,2021-12-13t08:23:00.000,2021-12-13t08:23:00.000,tlv,llbg,3,14.0,2021-12-13t09:30:00.000,2021-12-13t09:38:00.000,2021-12-13t09:44:00.000,2021-12-13t09:44:00.000,2021-12-13t09:44:00.000,flydubai,fz,fdb,1549,fz1549,fdb1549,3,,,,,,,,
arrival,landed,ath,lgav,a1,6.0,2021-12-13t07:50:00.000,2021-12-13t07:50:00.000,2021-12-13t07:56:00.000,2021-12-13t07:56:00.000,2021-12-13t07:56:00.000,tlv,llbg,3,,2021-12-13t09:50:00.000,2021-12-13t09:35:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,ryanair,fr,ryr,2823,fr2823,ryr2823,m,,,,,,,,
arrival,landed,bud,lhbp,,24.0,2021-12-13t05:50:00.000,2021-12-13t05:50:00.000,2021-12-13t06:13:00.000,2021-12-13t06:13:00.000,2021-12-13t06:13:00.000,tlv,llbg,3,6.0,2021-12-13t10:05:00.000,2021-12-13t10:01:00.000,2021-12-13t10:11:00.000,2021-12-13t10:11:00.000,2021-12-13t10:11:00.000,wizz air,w6,wzz,2325,w62325,wzz2325,2b,,,,,,,,
arrival,landed,krk,epkk,30,21.0,2021-12-13t05:40:00.000,2021-12-13t05:40:00.000,2021-12-13t06:01:00.000,2021-12-13t06:01:00.000,2021-12-13t06:01:00.000,tlv,llbg,3,15.0,2021-12-13t10:05:00.000,2021-12-13t10:18:00.000,2021-12-13t10:20:00.000,2021-12-13t10:20:00.000,2021-12-13t10:20:00.000,wizz air,w6,wzz,5097,w65097,wzz5097,t,,,,,,,,
arrival,landed,yyz,cyyz,e71,19.0,2021-12-12t16:50:00.000,2021-12-12t17:23:00.000,2021-12-12t17:08:00.000,2021-12-12t17:08:00.000,2021-12-12t17:08:00.000,tlv,llbg,3,,2021-12-13t10:15:00.000,2021-12-13t09:56:00.000,2021-12-13t10:03:00.000,2021-12-13t10:03:00.000,2021-12-13t10:03:00.000,air canada,ac,aca,80,ac80,aca80,1,,,,,,,,
arrival,landed,vie,loww,g9,9.0,2021-12-13t06:00:00.000,2021-12-13t06:00:00.000,2021-12-13t06:09:00.000,2021-12-13t06:09:00.000,2021-12-13t06:09:00.000,tlv,llbg,3,,2021-12-13t10:30:00.000,2021-12-13t10:18:00.000,2021-12-13t10:23:00.000,2021-12-13t10:23:00.000,2021-12-13t10:23:00.000,ryanair,fr,ryr,7161,fr7161,ryr7161,1,,,,,,,,
arrival,landed,hkg,vhhh,35,,2021-12-13t04:50:00.000,2021-12-13t04:22:00.000,2021-12-13t04:40:00.000,2021-12-13t04:40:00.000,2021-12-13t04:40:00.000,tlv,llbg,,,2021-12-13t10:35:00.000,2021-12-13t09:35:00.000,2021-12-13t09:41:00.000,2021-12-13t09:41:00.000,2021-12-13t09:41:00.000,el al,ly,ely,76,ly76,ely76,1,,,,,,,,
arrival,landed,waw,epwa,9n,48.0,2021-12-13t05:55:00.000,2021-12-13t05:55:00.000,2021-12-13t06:43:00.000,2021-12-13t06:43:00.000,2021-12-13t06:43:00.000,tlv,llbg,3,38.0,2021-12-13t10:40:00.000,2021-12-13t11:12:00.000,2021-12-13t11:17:00.000,2021-12-13t11:17:00.000,2021-12-13t11:17:00.000,wizz air,w6,wzz,1559,w61559,wzz1559,a,,,,,,,,
arrival,landed,jfk,kjfk,,28.0,2021-12-12t18:00:00.000,2021-12-12t18:57:00.000,2021-12-12t18:27:00.000,2021-12-12t18:27:00.000,2021-12-12t18:27:00.000,tlv,llbg,3,,2021-12-13t11:20:00.000,2021-12-13t11:04:00.000,2021-12-13t11:05:00.000,2021-12-13t11:05:00.000,2021-12-13t11:05:00.000,aeromexico,am,amx,7868,am7868,amx7868,4,el al,ly,ely,2,ly2,ely2,,
arrival,landed,jfk,kjfk,,28.0,2021-12-12t18:00:00.000,2021-12-12t18:57:00.000,2021-12-12t18:27:00.000,2021-12-12t18:27:00.000,2021-12-12t18:27:00.000,tlv,llbg,3,,2021-12-13t11:20:00.000,2021-12-13t11:04:00.000,2021-12-13t11:05:00.000,2021-12-13t11:05:00.000,2021-12-13t11:05:00.000,aerolineas argentinas,ar,arg,7852,ar7852,arg7852,4,el al,ly,ely,2,ly2,ely2,,
arrival,landed,jfk,kjfk,,28.0,2021-12-12t18:00:00.000,2021-12-12t18:57:00.000,2021-12-12t18:27:00.000,2021-12-12t18:27:00.000,2021-12-12t18:27:00.000,tlv,llbg,3,,2021-12-13t11:20:00.000,2021-12-13t11:04:00.000,2021-12-13t11:05:00.000,2021-12-13t11:05:00.000,2021-12-13t11:05:00.000,el al,ly,ely,2,ly2,ely2,4,,,,,,,,
arrival,landed,dxb,omdb,,44.0,2021-12-13t09:50:00.000,2021-12-13t09:50:00.000,2021-12-13t10:34:00.000,2021-12-13t10:34:00.000,2021-12-13t10:34:00.000,tlv,llbg,3,15.0,2021-12-13t11:40:00.000,2021-12-13t11:51:00.000,2021-12-13t11:54:00.000,2021-12-13t11:54:00.000,2021-12-13t11:54:00.000,emirates,ek,uae,2363,ek2363,uae2363,3,flydubai,fz,fdb,1163,fz1163,fdb1163,,
arrival,landed,dxb,omdb,,44.0,2021-12-13t09:50:00.000,2021-12-13t09:50:00.000,2021-12-13t10:34:00.000,2021-12-13t10:34:00.000,2021-12-13t10:34:00.000,tlv,llbg,3,15.0,2021-12-13t11:40:00.000,2021-12-13t11:51:00.000,2021-12-13t11:54:00.000,2021-12-13t11:54:00.000,2021-12-13t11:54:00.000,flydubai,fz,fdb,1163,fz1163,fdb1163,3,,,,,,,,
