type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,arrival.baggage,arrival.gate
arrival,landed,vie,loww,,,54.0,2021-12-09t06:35:00.000,2021-12-09t06:35:00.000,2021-12-09t07:29:00.000,2021-12-09t07:29:00.000,2021-12-09t07:29:00.000,tlv,llbg,,2021-12-09t10:55:00.000,2021-12-09t11:38:00.000,2021-12-09t11:37:00.000,2021-12-09t11:37:00.000,2021-12-09t11:37:00.000,asl airlines belgium,3v,tay,4848,3v4848,tay4848,,,,,,,43.0,,
arrival,scheduled,pvg,zspd,2,,84.0,2021-12-09t05:05:00.000,,2021-12-09t06:28:00.000,2021-12-09t06:28:00.000,2021-12-09t06:28:00.000,tlv,llbg,,2021-12-09t11:05:00.000,2021-12-09t11:55:00.000,,,,el al,ly,ely,68,ly68,ely68,,,,,,,50.0,,
arrival,landed,jfk,kjfk,4,,19.0,2021-12-08t18:00:00.000,2021-12-08t18:55:00.000,2021-12-08t18:19:00.000,2021-12-08t18:19:00.000,2021-12-08t18:19:00.000,tlv,llbg,3,2021-12-09t11:20:00.000,2021-12-09t10:40:00.000,2021-12-09t10:42:00.000,2021-12-09t10:42:00.000,2021-12-09t10:42:00.000,aeromexico,am,amx,7868,am7868,amx7868,el al,ly,ely,2,ly2,ely2,,,
arrival,landed,jfk,kjfk,4,,19.0,2021-12-08t18:00:00.000,2021-12-08t18:55:00.000,2021-12-08t18:19:00.000,2021-12-08t18:19:00.000,2021-12-08t18:19:00.000,tlv,llbg,3,2021-12-09t11:20:00.000,2021-12-09t10:40:00.000,2021-12-09t10:42:00.000,2021-12-09t10:42:00.000,2021-12-09t10:42:00.000,aerolineas argentinas,ar,arg,7852,ar7852,arg7852,el al,ly,ely,2,ly2,ely2,,,
arrival,landed,jfk,kjfk,4,,19.0,2021-12-08t18:00:00.000,2021-12-08t18:55:00.000,2021-12-08t18:19:00.000,2021-12-08t18:19:00.000,2021-12-08t18:19:00.000,tlv,llbg,3,2021-12-09t11:20:00.000,2021-12-09t10:40:00.000,2021-12-09t10:42:00.000,2021-12-09t10:42:00.000,2021-12-09t10:42:00.000,el al,ly,ely,2,ly2,ely2,,,,,,,,,
arrival,landed,ber,eddb,1,d17,25.0,2021-12-09t06:15:00.000,2021-12-09t06:15:00.000,2021-12-09t06:39:00.000,2021-12-09t06:39:00.000,2021-12-09t06:39:00.000,tlv,llbg,1,2021-12-09t11:20:00.000,2021-12-09t11:24:00.000,2021-12-09t11:26:00.000,2021-12-09t11:26:00.000,2021-12-09t11:26:00.000,ryanair,fr,ryr,6472,fr6472,ryr6472,,,,,,,7.0,,
arrival,landed,mxp,limc,1,23,55.0,2021-12-09t06:30:00.000,2021-12-09t06:30:00.000,2021-12-09t07:25:00.000,2021-12-09t07:25:00.000,2021-12-09t07:25:00.000,tlv,llbg,1,2021-12-09t11:20:00.000,2021-12-09t11:54:00.000,2021-12-09t11:55:00.000,2021-12-09t11:55:00.000,2021-12-09t11:55:00.000,wizz air,w6,wzz,5561,w65561,wzz5561,,,,,,,35.0,,
arrival,landed,gva,lsgg,1,c94,3.0,2021-12-09t06:20:00.000,2021-12-09t06:20:00.000,2021-12-09t06:23:00.000,2021-12-09t06:23:00.000,2021-12-09t06:23:00.000,tlv,llbg,3,2021-12-09t11:25:00.000,2021-12-09t11:10:00.000,2021-12-09t11:12:00.000,2021-12-09t11:12:00.000,2021-12-09t11:12:00.000,easyjet,u2,ezy,1525,u21525,ezy1525,,,,,,,,,
arrival,landed,dxb,omdb,3,,18.0,2021-12-09t09:50:00.000,2021-12-09t09:50:00.000,2021-12-09t10:07:00.000,2021-12-09t10:07:00.000,2021-12-09t10:07:00.000,tlv,llbg,,2021-12-09t11:40:00.000,2021-12-09t11:20:00.000,2021-12-09t11:25:00.000,2021-12-09t11:25:00.000,2021-12-09t11:25:00.000,emirates,ek,uae,2363,ek2363,uae2363,flydubai,fz,fdb,1163,fz1163,fdb1163,,,
arrival,landed,dxb,omdb,3,,18.0,2021-12-09t09:50:00.000,2021-12-09t09:50:00.000,2021-12-09t10:07:00.000,2021-12-09t10:07:00.000,2021-12-09t10:07:00.000,tlv,llbg,,2021-12-09t11:40:00.000,2021-12-09t11:20:00.000,2021-12-09t11:25:00.000,2021-12-09t11:25:00.000,2021-12-09t11:25:00.000,flydubai,fz,fdb,1163,fz1163,fdb1163,,,,,,,,,
arrival,cancelled,pfo,lcph,,,,2021-12-09t10:35:00.000,,,,,tlv,llbg,,2021-12-09t11:40:00.000,,,,,tus airways,u8,cyf,1533,u81533,cyf1533,,,,,,,,,
arrival,landed,bah,obbi,,,3.0,2021-12-09t10:00:00.000,2021-12-09t10:00:00.000,2021-12-09t10:02:00.000,2021-12-09t10:02:00.000,2021-12-09t10:02:00.000,tlv,llbg,,2021-12-09t12:00:00.000,2021-12-09t11:33:00.000,2021-12-09t11:43:00.000,2021-12-09t11:43:00.000,2021-12-09t11:43:00.000,gulf air,gf,gfa,972,gf972,gfa972,,,,,,,,,
arrival,unknown,lgg,eblg,,,,2021-12-09t06:45:00.000,,,,,tlv,llbg,,2021-12-09t12:00:00.000,,,,,el al,ly,ely,506,ly506,ely506,,,,,,,,,
arrival,landed,msq,umms,,b7,9.0,2021-12-09t08:40:00.000,2021-12-09t08:40:00.000,2021-12-09t08:49:00.000,2021-12-09t08:49:00.000,2021-12-09t08:49:00.000,tlv,llbg,3,2021-12-09t12:20:00.000,2021-12-09t12:08:00.000,2021-12-09t12:09:00.000,2021-12-09t12:09:00.000,2021-12-09t12:09:00.000,belavia,b2,bru,747,b2747,bru747,,,,,,,,,
arrival,landed,bsl,lfsb,,75,8.0,2021-12-09t07:20:00.000,2021-12-09t07:20:00.000,2021-12-09t07:27:00.000,2021-12-09t07:27:00.000,2021-12-09t07:27:00.000,tlv,llbg,3,2021-12-09t12:25:00.000,2021-12-09t12:14:00.000,2021-12-09t12:18:00.000,2021-12-09t12:18:00.000,2021-12-09t12:18:00.000,easyjet,u2,ezy,1191,u21191,ezy1191,,,,,,,,,
arrival,landed,cgn,eddk,,,4.0,2021-12-09t00:29:00.000,2021-12-09t00:51:00.000,2021-12-09t00:32:00.000,2021-12-09t00:32:00.000,2021-12-09t00:32:00.000,tlv,llbg,,2021-12-09t05:50:00.000,2021-12-09t05:31:00.000,2021-12-09t05:26:00.000,2021-12-09t05:26:00.000,2021-12-09t05:26:00.000,fedex,fx,fdx,5065,fx5065,fdx5065,,,,,,,,,
arrival,landed,ayt,ltai,1,112,48.0,2021-12-09t11:55:00.000,2021-12-09t11:55:00.000,2021-12-09t12:42:00.000,2021-12-09t12:42:00.000,2021-12-09t12:42:00.000,tlv,llbg,,2021-12-09t12:25:00.000,2021-12-09t12:50:00.000,2021-12-09t12:45:00.000,2021-12-09t12:45:00.000,2021-12-09t12:45:00.000,corendon air,xc,cai,457,xc457,cai457,,,,,,,20.0,,
arrival,landed,ath,lgav,m,a7,7.0,2021-12-09t10:40:00.000,2021-12-09t10:47:00.000,2021-12-09t10:47:00.000,2021-12-09t10:47:00.000,2021-12-09t10:47:00.000,tlv,llbg,3,2021-12-09t12:30:00.000,2021-12-09t12:17:00.000,2021-12-09t12:22:00.000,2021-12-09t12:22:00.000,2021-12-09t12:22:00.000,el al,ly,ely,542,ly542,ely542,,,,,,,,,
arrival,landed,lys,lfll,1,,58.0,2021-12-09t07:15:00.000,2021-12-09t07:15:00.000,2021-12-09t08:12:00.000,2021-12-09t08:12:00.000,2021-12-09t08:12:00.000,tlv,llbg,1,2021-12-09t12:30:00.000,2021-12-09t12:51:00.000,2021-12-09t12:52:00.000,2021-12-09t12:52:00.000,2021-12-09t12:52:00.000,transavia france,to,tvf,4970,to4970,tvf4970,,,,,,,23.0,,
arrival,landed,tsf,liph,,,12.0,2021-12-09t08:00:00.000,2021-12-09t08:00:00.000,2021-12-09t08:11:00.000,2021-12-09t08:11:00.000,2021-12-09t08:11:00.000,tlv,llbg,1,2021-12-09t12:40:00.000,2021-12-09t12:31:00.000,2021-12-09t12:26:00.000,2021-12-09t12:26:00.000,2021-12-09t12:26:00.000,ryanair,fr,ryr,2210,fr2210,ryr2210,,,,,,,,,
arrival,landed,bus,ugsb,,,,2021-12-09t12:15:00.000,,2021-12-09t12:15:00.000,2021-12-09t12:15:00.000,2021-12-09t12:15:00.000,tlv,llbg,3,2021-12-09t12:40:00.000,2021-12-09t12:13:00.000,2021-12-09t12:15:00.000,2021-12-09t12:15:00.000,2021-12-09t12:15:00.000,israir airlines,6h,isr,884,6h884,isr884,,,,,,,,,
arrival,scheduled,ory,lfpo,3,d12,67.0,2021-12-09t07:05:00.000,2021-12-09t07:05:00.000,2021-12-09t08:12:00.000,2021-12-09t08:12:00.000,2021-12-09t08:12:00.000,tlv,llbg,1,2021-12-09t12:50:00.000,2021-12-09t13:22:00.000,,,,transavia france,to,tvf,3930,to3930,tvf3930,,,,,,,33.0,,
arrival,landed,kbp,ukbb,d,d11,26.0,2021-12-09t09:45:00.000,2021-12-09t09:45:00.000,2021-12-09t10:11:00.000,2021-12-09t10:11:00.000,2021-12-09t10:11:00.000,tlv,llbg,3,2021-12-09t12:55:00.000,2021-12-09t12:53:00.000,2021-12-09t12:55:00.000,2021-12-09t12:55:00.000,2021-12-09t12:55:00.000,uia,ps,aui,775,ps775,aui775,,,,,,,1.0,,
arrival,landed,ams,eham,,,8.0,2021-12-09t07:15:00.000,2021-12-09t07:15:00.000,2021-12-09t07:22:00.000,2021-12-09t07:22:00.000,2021-12-09t07:22:00.000,tlv,llbg,3,2021-12-09t13:00:00.000,2021-12-09t12:36:00.000,2021-12-09t12:39:00.000,2021-12-09t12:39:00.000,2021-12-09t12:39:00.000,easyjet,u2,ezy,7933,u27933,ezy7933,,,,,,,,,
arrival,landed,ewr,kewr,b,65,7.0,2021-12-08t20:00:00.000,2021-12-08t20:20:00.000,2021-12-08t20:07:00.000,2021-12-08t20:07:00.000,2021-12-08t20:07:00.000,tlv,llbg,3,2021-12-09t13:20:00.000,2021-12-09t12:30:00.000,2021-12-09t12:31:00.000,2021-12-09t12:31:00.000,2021-12-09t12:31:00.000,el al,ly,ely,26,ly26,ely26,,,,,,,,,
arrival,landed,trn,limf,,a,16.0,2021-12-09t08:20:00.000,2021-12-09t08:20:00.000,2021-12-09t08:36:00.000,2021-12-09t08:36:00.000,2021-12-09t08:36:00.000,tlv,llbg,1,2021-12-09t13:25:00.000,2021-12-09t13:08:00.000,2021-12-09t13:10:00.000,2021-12-09t13:10:00.000,2021-12-09t13:10:00.000,ryanair,fr,ryr,5902,fr5902,ryr5902,,,,,,,,,
arrival,landed,saw,ltfj,,301a,51.0,2021-12-09t12:25:00.000,2021-12-09t12:25:00.000,2021-12-09t13:15:00.000,2021-12-09t13:15:00.000,2021-12-09t13:15:00.000,tlv,llbg,3,2021-12-09t13:30:00.000,2021-12-09t13:50:00.000,2021-12-09t13:50:00.000,2021-12-09t13:50:00.000,2021-12-09t13:50:00.000,pegasus,pc,pgt,783,pc783,pgt783,,,,,,,21.0,,
arrival,landed,led,ulli,1,a321,14.0,2021-12-09t09:30:00.000,2021-12-09t09:29:00.000,2021-12-09t09:43:00.000,2021-12-09t09:43:00.000,2021-12-09t09:43:00.000,tlv,llbg,3,2021-12-09t13:30:00.000,2021-12-09t13:20:00.000,2021-12-09t13:21:00.000,2021-12-09t13:21:00.000,2021-12-09t13:21:00.000,aeroflot,su,afl,6627,su6627,afl6627,,,,,,,,,
arrival,landed,wmi,epmo,,,20.0,2021-12-09t08:50:00.000,2021-12-09t08:50:00.000,2021-12-09t09:09:00.000,2021-12-09t09:09:00.000,2021-12-09t09:09:00.000,tlv,llbg,1,2021-12-09t13:35:00.000,2021-12-09t13:30:00.000,2021-12-09t13:34:00.000,2021-12-09t13:34:00.000,2021-12-09t13:34:00.000,ryanair,fr,ryr,6721,fr6721,ryr6721,,,,,,,,,
arrival,landed,ist,ltfm,,a1a,27.0,2021-12-09t12:40:00.000,2021-12-09t12:40:00.000,2021-12-09t13:06:00.000,2021-12-09t13:06:00.000,2021-12-09t13:06:00.000,tlv,llbg,3,2021-12-09t13:55:00.000,2021-12-09t13:46:00.000,2021-12-09t13:44:00.000,2021-12-09t13:44:00.000,2021-12-09t13:44:00.000,turkish airlines,tk,thy,794,tk794,thy794,,,,,,,,,
arrival,landed,lax,klax,b,,28.0,2021-12-08t14:00:00.000,2021-12-08t14:27:00.000,2021-12-08t14:27:00.000,2021-12-08t14:27:00.000,2021-12-08t14:27:00.000,tlv,llbg,3,2021-12-09t14:00:00.000,2021-12-09t13:54:00.000,2021-12-09t13:55:00.000,2021-12-09t13:55:00.000,2021-12-09t13:55:00.000,el al,ly,ely,6,ly6,ely6,,,,,,,,,
arrival,landed,ist,ltfm,,,8.0,2021-12-09t13:00:00.000,2021-12-09t13:00:00.000,2021-12-09t13:07:00.000,2021-12-09t13:07:00.000,2021-12-09t13:07:00.000,tlv,llbg,,2021-12-09t14:00:00.000,2021-12-09t13:44:00.000,2021-12-09t13:47:00.000,2021-12-09t13:47:00.000,2021-12-09t13:47:00.000,mng airlines,mb,mnb,440,mb440,mnb440,,,,,,,,,
arrival,landed,cdg,lfpg,2e,k35,40.0,2021-12-09t08:55:00.000,2021-12-09t09:18:00.000,2021-12-09t09:34:00.000,2021-12-09t09:34:00.000,2021-12-09t09:34:00.000,tlv,llbg,3,2021-12-09t14:05:00.000,2021-12-09t14:22:00.000,2021-12-09t14:26:00.000,2021-12-09t14:26:00.000,2021-12-09t14:26:00.000,delta air lines,dl,dal,8457,dl8457,dal8457,air france,af,afr,962,af962,afr962,21.0,,
arrival,landed,cdg,lfpg,2e,k35,40.0,2021-12-09t08:55:00.000,2021-12-09t09:18:00.000,2021-12-09t09:34:00.000,2021-12-09t09:34:00.000,2021-12-09t09:34:00.000,tlv,llbg,3,2021-12-09t14:05:00.000,2021-12-09t14:22:00.000,2021-12-09t14:26:00.000,2021-12-09t14:26:00.000,2021-12-09t14:26:00.000,klm,kl,klm,2055,kl2055,klm2055,air france,af,afr,962,af962,afr962,21.0,,
arrival,landed,cdg,lfpg,2e,k35,40.0,2021-12-09t08:55:00.000,2021-12-09t09:18:00.000,2021-12-09t09:34:00.000,2021-12-09t09:34:00.000,2021-12-09t09:34:00.000,tlv,llbg,3,2021-12-09t14:05:00.000,2021-12-09t14:22:00.000,2021-12-09t14:26:00.000,2021-12-09t14:26:00.000,2021-12-09t14:26:00.000,air france,af,afr,962,af962,afr962,,,,,,,21.0,,
arrival,landed,kbp,ukbb,d,d2,10.0,2021-12-09t11:00:00.000,2021-12-09t11:00:00.000,2021-12-09t11:09:00.000,2021-12-09t11:09:00.000,2021-12-09t11:09:00.000,tlv,llbg,3,2021-12-09t14:15:00.000,2021-12-09t13:51:00.000,2021-12-09t13:52:00.000,2021-12-09t13:52:00.000,2021-12-09t13:52:00.000,el al,ly,ely,2652,ly2652,ely2652,,,,,,,,,
arrival,landed,dxb,omdb,1,,24.0,2021-12-09t12:40:00.000,2021-12-09t13:01:00.000,2021-12-09t13:04:00.000,2021-12-09t13:04:00.000,2021-12-09t13:04:00.000,tlv,llbg,3,2021-12-09t14:25:00.000,2021-12-09t14:14:00.000,2021-12-09t14:18:00.000,2021-12-09t14:18:00.000,2021-12-09t14:18:00.000,el al,ly,ely,972,ly972,ely972,,,,,,,,,
arrival,landed,fco,lirf,3,e41,23.0,2021-12-09t10:10:00.000,2021-12-09t10:10:00.000,2021-12-09t10:32:00.000,2021-12-09t10:32:00.000,2021-12-09t10:32:00.000,tlv,llbg,3,2021-12-09t14:30:00.000,2021-12-09t14:24:00.000,2021-12-09t14:23:00.000,2021-12-09t14:23:00.000,2021-12-09t14:23:00.000,el al,ly,ely,386,ly386,ely386,,,,,,,,,
arrival,landed,lhr,egll,5,b47,32.0,2021-12-09t07:45:00.000,2021-12-09t08:17:00.000,2021-12-09t08:17:00.000,2021-12-09t08:17:00.000,2021-12-09t08:17:00.000,tlv,llbg,3,2021-12-09t14:35:00.000,2021-12-09t14:30:00.000,2021-12-09t14:32:00.000,2021-12-09t14:32:00.000,2021-12-09t14:32:00.000,british airways,ba,baw,165,ba165,baw165,,,,,,,,,
arrival,landed,kbp,ukbb,d,d1,4.0,2021-12-09t11:30:00.000,2021-12-09t11:30:00.000,2021-12-09t11:34:00.000,2021-12-09t11:34:00.000,2021-12-09t11:34:00.000,tlv,llbg,3,2021-12-09t14:40:00.000,2021-12-09t14:16:00.000,2021-12-09t14:21:00.000,2021-12-09t14:21:00.000,2021-12-09t14:21:00.000,skyup airlines,pq,sqp,533,pq533,sqp533,,,,,,,,,
arrival,landed,bud,lhbp,2b,,59.0,2021-12-09t10:25:00.000,2021-12-09t10:25:00.000,2021-12-09t11:24:00.000,2021-12-09t11:24:00.000,2021-12-09t11:24:00.000,tlv,llbg,3,2021-12-09t14:40:00.000,2021-12-09t15:18:00.000,2021-12-09t15:22:00.000,2021-12-09t15:22:00.000,2021-12-09t15:22:00.000,israir airlines,6h,isr,726,6h726,isr726,,,,,,,42.0,,
arrival,landed,bus,ugsb,,,24.0,2021-12-09t14:15:00.000,,2021-12-09t14:39:00.000,2021-12-09t14:39:00.000,2021-12-09t14:39:00.000,tlv,llbg,3,2021-12-09t14:40:00.000,2021-12-09t14:39:00.000,2021-12-09t14:37:00.000,2021-12-09t14:37:00.000,2021-12-09t14:37:00.000,israir airlines,6h,isr,886,6h886,isr886,,,,,,,,,
arrival,unknown,vie,loww,3,,,2021-12-09t10:25:00.000,,,,,tlv,llbg,3,2021-12-09t14:50:00.000,,,,,austrian,os,aua,857,os857,aua857,,,,,,,,,
arrival,landed,ayt,ltai,1,113,15.0,2021-12-09t14:20:00.000,2021-12-09t14:20:00.000,2021-12-09t14:34:00.000,2021-12-09t14:34:00.000,2021-12-09t14:34:00.000,tlv,llbg,3,2021-12-09t14:50:00.000,2021-12-09t14:40:00.000,2021-12-09t14:41:00.000,2021-12-09t14:41:00.000,2021-12-09t14:41:00.000,pegasus,pc,pgt,787,pc787,pgt787,,,,,,,,,
arrival,landed,bud,lhbp,2b,,13.0,2021-12-09t10:45:00.000,2021-12-09t11:02:00.000,2021-12-09t10:57:00.000,2021-12-09t10:57:00.000,2021-12-09t10:57:00.000,tlv,llbg,3,2021-12-09t14:55:00.000,2021-12-09t14:49:00.000,2021-12-09t14:51:00.000,2021-12-09t14:51:00.000,2021-12-09t14:51:00.000,el al,ly,ely,2366,ly2366,ely2366,,,,,,,,,
arrival,landed,bru,ebbr,,b4,9.0,2021-12-09t09:40:00.000,2021-12-09t09:40:00.000,2021-12-09t09:48:00.000,2021-12-09t09:48:00.000,2021-12-09t09:48:00.000,tlv,llbg,3,2021-12-09t15:10:00.000,2021-12-09t14:55:00.000,2021-12-09t14:57:00.000,2021-12-09t14:57:00.000,2021-12-09t14:57:00.000,brussels airlines,sn,bel,3289,sn3289,bel3289,,,,,,,,,
arrival,landed,fra,eddf,1,c4,26.0,2021-12-09t10:10:00.000,2021-12-09t10:10:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,tlv,llbg,3,2021-12-09t15:15:00.000,2021-12-09t15:22:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,air canada,ac,aca,9020,ac9020,aca9020,lufthansa,lh,dlh,686,lh686,dlh686,12.0,,
arrival,landed,fra,eddf,1,c4,26.0,2021-12-09t10:10:00.000,2021-12-09t10:10:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,tlv,llbg,3,2021-12-09t15:15:00.000,2021-12-09t15:22:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,ana,nh,ana,5459,nh5459,ana5459,lufthansa,lh,dlh,686,lh686,dlh686,12.0,,
arrival,landed,fra,eddf,1,c4,26.0,2021-12-09t10:10:00.000,2021-12-09t10:10:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,tlv,llbg,3,2021-12-09t15:15:00.000,2021-12-09t15:22:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,brussels airlines,sn,bel,7173,sn7173,bel7173,lufthansa,lh,dlh,686,lh686,dlh686,12.0,,
arrival,landed,fra,eddf,1,c4,26.0,2021-12-09t10:10:00.000,2021-12-09t10:10:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,tlv,llbg,3,2021-12-09t15:15:00.000,2021-12-09t15:22:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,united airlines,ua,ual,9120,ua9120,ual9120,lufthansa,lh,dlh,686,lh686,dlh686,12.0,,
arrival,landed,fra,eddf,1,c4,26.0,2021-12-09t10:10:00.000,2021-12-09t10:10:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,2021-12-09t10:36:00.000,tlv,llbg,3,2021-12-09t15:15:00.000,2021-12-09t15:22:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,2021-12-09t15:26:00.000,lufthansa,lh,dlh,686,lh686,dlh686,,,,,,,12.0,,
arrival,scheduled,mia,kmia,n,d14,971.0,2021-12-08t20:05:00.000,2021-12-09t12:16:00.000,,,,tlv,llbg,3,2021-12-09t15:30:00.000,,,,,american airlines,aa,aal,52,aa52,aal52,,,,,,,,,
arrival,landed,dme,uudd,,13,27.0,2021-12-09t12:25:00.000,2021-12-09t12:25:00.000,2021-12-09t12:52:00.000,2021-12-09t12:52:00.000,2021-12-09t12:52:00.000,tlv,llbg,3,2021-12-09t15:35:00.000,2021-12-09t15:30:00.000,2021-12-09t15:31:00.000,2021-12-09t15:31:00.000,2021-12-09t15:31:00.000,s7 airlines,s7,sbi,4483,s74483,sbi4483,el al,ly,ely,612,ly612,ely612,,,
arrival,landed,dme,uudd,,13,27.0,2021-12-09t12:25:00.000,2021-12-09t12:25:00.000,2021-12-09t12:52:00.000,2021-12-09t12:52:00.000,2021-12-09t12:52:00.000,tlv,llbg,3,2021-12-09t15:35:00.000,2021-12-09t15:30:00.000,2021-12-09t15:31:00.000,2021-12-09t15:31:00.000,2021-12-09t15:31:00.000,el al,ly,ely,612,ly612,ely612,,,,,,,,,
arrival,unknown,ory,lfpo,4,,,2021-12-09t10:20:00.000,,,,,tlv,llbg,,2021-12-09t15:40:00.000,,,,,la compagnie,b0,djt,400,b0400,djt400,,,,,,,,,
arrival,landed,dxb,omdb,1,,34.0,2021-12-09t13:50:00.000,2021-12-09t13:50:00.000,2021-12-09t14:24:00.000,2021-12-09t14:24:00.000,2021-12-09t14:24:00.000,tlv,llbg,3,2021-12-09t15:40:00.000,2021-12-09t15:43:00.000,2021-12-09t15:44:00.000,2021-12-09t15:44:00.000,2021-12-09t15:44:00.000,arkia israeli airlines,iz,aiz,604,iz604,aiz604,,,,,,,4.0,,
arrival,landed,bus,ugsb,,,,2021-12-09t15:15:00.000,,,,,tlv,llbg,3,2021-12-09t15:45:00.000,2021-12-09t16:10:00.000,2021-12-09t16:08:00.000,2021-12-09t16:08:00.000,2021-12-09t16:08:00.000,arkia israeli airlines,iz,aiz,414,iz414,aiz414,,,,,,,23.0,,
arrival,landed,kiv,lukk,,,,2021-12-09t13:10:00.000,,2021-12-09t12:22:00.000,2021-12-09t12:22:00.000,2021-12-09t12:22:00.000,tlv,llbg,3,2021-12-09t15:50:00.000,2021-12-09t14:42:00.000,2021-12-09t14:43:00.000,2021-12-09t14:43:00.000,2021-12-09t14:43:00.000,fly one,5f,fia,447,5f447,fia447,,,,,,,,,
arrival,unknown,sof,lbsf,2,,,2021-12-09t13:30:00.000,,,,,tlv,llbg,3,2021-12-09t15:55:00.000,,,,,air serbia,ju,asl,7714,ju7714,asl7714,bulgaria air,fb,lzb,571,fb571,lzb571,,,
arrival,unknown,sof,lbsf,2,,,2021-12-09t13:30:00.000,,,,,tlv,llbg,3,2021-12-09t15:55:00.000,,,,,bulgaria air,fb,lzb,571,fb571,lzb571,,,,,,,,,
arrival,scheduled,gva,lsgg,1,,,2021-12-09t11:00:00.000,,,,,tlv,llbg,3,2021-12-09t16:00:00.000,,,,,el al,ly,ely,346,ly346,ely346,,,,,,,,,
arrival,landed,mxp,limc,1,b,35.0,2021-12-09t11:15:00.000,2021-12-09t12:05:00.000,2021-12-09t11:49:00.000,2021-12-09t11:49:00.000,2021-12-09t11:49:00.000,tlv,llbg,3,2021-12-09t16:00:00.000,2021-12-09t16:15:00.000,2021-12-09t16:16:00.000,2021-12-09t16:16:00.000,2021-12-09t16:16:00.000,american airlines,aa,aal,8386,aa8386,aal8386,el al,ly,ely,382,ly382,ely382,16.0,,
arrival,landed,mxp,limc,1,b,35.0,2021-12-09t11:15:00.000,2021-12-09t12:05:00.000,2021-12-09t11:49:00.000,2021-12-09t11:49:00.000,2021-12-09t11:49:00.000,tlv,llbg,3,2021-12-09t16:00:00.000,2021-12-09t16:15:00.000,2021-12-09t16:16:00.000,2021-12-09t16:16:00.000,2021-12-09t16:16:00.000,el al,ly,ely,382,ly382,ely382,,,,,,,16.0,,
arrival,landed,ory,lfpo,3,32,34.0,2021-12-09t10:15:00.000,2021-12-09t10:15:00.000,2021-12-09t10:48:00.000,2021-12-09t10:48:00.000,2021-12-09t10:48:00.000,tlv,llbg,1,2021-12-09t16:00:00.000,2021-12-09t15:59:00.000,2021-12-09t15:59:00.000,2021-12-09t15:59:00.000,2021-12-09t15:59:00.000,transavia france,to,tvf,3938,to3938,tvf3938,,,,,,,,,
arrival,landed,dxb,omdb,1,,30.0,2021-12-09t14:15:00.000,2021-12-09t14:15:00.000,2021-12-09t14:45:00.000,2021-12-09t14:45:00.000,2021-12-09t14:45:00.000,tlv,llbg,3,2021-12-09t16:05:00.000,2021-12-09t16:03:00.000,2021-12-09t16:05:00.000,2021-12-09t16:05:00.000,2021-12-09t16:05:00.000,israir airlines,6h,isr,662,6h662,isr662,,,,,,,,,
arrival,landed,ewr,kewr,c,123,60.0,2021-12-08t23:05:00.000,2021-12-09t00:04:00.000,2021-12-09t00:04:00.000,2021-12-09t00:04:00.000,2021-12-09t00:04:00.000,tlv,llbg,3,2021-12-09t16:20:00.000,2021-12-09t16:18:00.000,2021-12-09t16:19:00.000,2021-12-09t16:19:00.000,2021-12-09t16:19:00.000,united airlines,ua,ual,90,ua90,ual90,,,,,,,,,b6
arrival,unknown,dxb,omdb,3,,,2021-12-09t14:50:00.000,,,,,tlv,llbg,,2021-12-09t16:25:00.000,,,,,emirates,ek,uae,931,ek931,uae931,,,,,,,,,
arrival,landed,prg,lkpr,1,a2,21.0,2021-12-09t11:45:00.000,2021-12-09t12:03:00.000,2021-12-09t12:05:00.000,2021-12-09t12:05:00.000,2021-12-09t12:05:00.000,tlv,llbg,3,2021-12-09t16:25:00.000,2021-12-09t16:33:00.000,2021-12-09t16:34:00.000,2021-12-09t16:34:00.000,2021-12-09t16:34:00.000,el al,ly,ely,2522,ly2522,ely2522,,,,,,,9.0,144,
