type,status,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,codeshared.airline.icaoCode,arrival.delay,arrival.baggage,Bad_Weather_today,R,new_sick_per_day,avg_for_7_days,longitude,latitude,cancel
arrival,landed,lemd,15.0,2021-12-13t22:45:00.000,2021-12-13t22:58:00.000,2021-12-13t22:59:00.000,2021-12-13t22:59:00.000,2021-12-13t22:59:00.000,tlv,llbg,2021-12-14t04:20:00.000,2021-12-14t04:21:00.000,2021-12-14t04:23:00.000,2021-12-14t04:23:00.000,2021-12-14t04:23:00.000,aerolineas argentinas,ely,4.0,,0,1.36,771,606,-3.5608,40.4722,0
arrival,landed,lemd,15.0,2021-12-13t22:45:00.000,2021-12-13t22:58:00.000,2021-12-13t22:59:00.000,2021-12-13t22:59:00.000,2021-12-13t22:59:00.000,tlv,llbg,2021-12-14t04:20:00.000,2021-12-14t04:21:00.000,2021-12-14t04:23:00.000,2021-12-14t04:23:00.000,2021-12-14t04:23:00.000,iberia,ely,4.0,,0,1.36,771,606,-3.5608,40.4722,0
arrival,landed,lemd,15.0,2021-12-13t22:45:00.000,2021-12-13t22:58:00.000,2021-12-13t22:59:00.000,2021-12-13t22:59:00.000,2021-12-13t22:59:00.000,tlv,llbg,2021-12-14t04:20:00.000,2021-12-14t04:21:00.000,2021-12-14t04:23:00.000,2021-12-14t04:23:00.000,2021-12-14t04:23:00.000,el al,,4.0,,0,1.36,771,606,-3.5608,40.4722,0
arrival,landed,lkpr,11.0,2021-12-13t23:45:00.000,2021-12-13t23:45:00.000,2021-12-13t23:55:00.000,2021-12-13t23:55:00.000,2021-12-13t23:55:00.000,tlv,llbg,2021-12-14t04:35:00.000,2021-12-14t04:18:00.000,2021-12-14t04:22:00.000,2021-12-14t04:22:00.000,2021-12-14t04:22:00.000,csa,tvs,0.0,143,0,1.36,771,606,14.26,50.1008,0
arrival,landed,lkpr,11.0,2021-12-13t23:45:00.000,2021-12-13t23:45:00.000,2021-12-13t23:55:00.000,2021-12-13t23:55:00.000,2021-12-13t23:55:00.000,tlv,llbg,2021-12-14t04:35:00.000,2021-12-14t04:18:00.000,2021-12-14t04:22:00.000,2021-12-14t04:22:00.000,2021-12-14t04:22:00.000,israir airlines,tvs,0.0,143,0,1.36,771,606,14.26,50.1008,0
arrival,landed,lkpr,11.0,2021-12-13t23:45:00.000,2021-12-13t23:45:00.000,2021-12-13t23:55:00.000,2021-12-13t23:55:00.000,2021-12-13t23:55:00.000,tlv,llbg,2021-12-14t04:35:00.000,2021-12-14t04:18:00.000,2021-12-14t04:22:00.000,2021-12-14t04:22:00.000,2021-12-14t04:22:00.000,smartwings,,0.0,143,0,1.36,771,606,14.26,50.1008,0
arrival,landed,uuee,36.0,2021-12-14t01:40:00.000,2021-12-14t01:40:00.000,2021-12-14t02:15:00.000,2021-12-14t02:15:00.000,2021-12-14t02:15:00.000,tlv,llbg,2021-12-14t05:00:00.000,2021-12-14t05:33:00.000,2021-12-14t05:23:00.000,2021-12-14t05:23:00.000,2021-12-14t05:23:00.000,aeroflot,,23.0,c4,1,1.4,701,611,37.4131,55.9725,0
arrival,landed,kmia,47.0,2021-12-13t12:00:00.000,2021-12-13t12:38:00.000,2021-12-13t12:46:00.000,2021-12-13t12:46:00.000,2021-12-13t12:46:00.000,tlv,llbg,2021-12-14t06:45:00.000,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,aerolineas argentinas,ely,21.0,,0,1.36,771,606,-80.2901,25.7954,0
arrival,landed,kmia,47.0,2021-12-13t12:00:00.000,2021-12-13t12:38:00.000,2021-12-13t12:46:00.000,2021-12-13t12:46:00.000,2021-12-13t12:46:00.000,tlv,llbg,2021-12-14t06:45:00.000,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,el al,,21.0,,0,1.36,771,606,-80.2901,25.7954,0
arrival,landed,vhhh,17.0,2021-12-14t01:30:00.000,2021-12-14t01:30:00.000,2021-12-14t01:47:00.000,2021-12-14t01:47:00.000,2021-12-14t01:47:00.000,tlv,llbg,2021-12-14t07:15:00.000,2021-12-14t07:08:00.000,2021-12-14t07:09:00.000,2021-12-14t07:09:00.000,2021-12-14t07:09:00.000,cathay pacific,,0.0,,0,1.4,701,611,113.9147,22.3089,0
arrival,landed,ltba,0.0,2021-12-14t05:55:00.000,,2021-12-14t04:14:00.000,2021-12-14t04:14:00.000,2021-12-14t04:14:00.000,tlv,llbg,2021-12-14t07:55:00.000,,2021-12-14t04:58:00.000,2021-12-14t04:58:00.000,2021-12-14t04:58:00.000,turkish airlines,,0.0,,0,1.4,701,611,28.8142,40.9761,0
arrival,landed,ltfm,27.0,2021-12-14t08:00:00.000,2021-12-14t08:10:00.000,2021-12-14t08:26:00.000,2021-12-14t08:26:00.000,2021-12-14t08:26:00.000,tlv,llbg,2021-12-14t08:55:00.000,2021-12-14t09:15:00.000,2021-12-14t09:16:00.000,2021-12-14t09:16:00.000,2021-12-14t09:16:00.000,turkish airlines,,22.0,,0,1.4,701,611,28.7519,41.2753,0
arrival,landed,ller,0.0,2021-12-14t08:00:00.000,,,,,tlv,llbg,2021-12-14t09:00:00.000,2021-12-14t08:47:00.000,2021-12-14t08:48:00.000,2021-12-14t08:48:00.000,2021-12-14t08:48:00.000,israir airlines,,0.0,,0,1.4,701,611,35.0142,29.7272,0
arrival,landed,ltfj,14.0,2021-12-14t08:05:00.000,2021-12-14t08:05:00.000,2021-12-14t08:19:00.000,2021-12-14t08:19:00.000,2021-12-14t08:19:00.000,tlv,llbg,2021-12-14t09:10:00.000,2021-12-14t09:02:00.000,2021-12-14t09:03:00.000,2021-12-14t09:03:00.000,2021-12-14t09:03:00.000,pegasus,,0.0,,0,1.4,701,611,29.3092,40.8983,0
arrival,landed,kewr,35.0,2021-12-13t16:10:00.000,2021-12-13t16:59:00.000,2021-12-13t16:45:00.000,2021-12-13t16:45:00.000,2021-12-13t16:45:00.000,tlv,llbg,2021-12-14t09:20:00.000,2021-12-14t09:08:00.000,2021-12-14t09:09:00.000,2021-12-14t09:09:00.000,2021-12-14t09:09:00.000,united airlines,,0.0,,0,1.36,771,606,-74.1687,40.6925,0
arrival,landed,omdb,29.0,2021-12-14t07:40:00.000,2021-12-14t07:40:00.000,2021-12-14t08:09:00.000,2021-12-14t08:09:00.000,2021-12-14t08:09:00.000,tlv,llbg,2021-12-14t09:30:00.000,2021-12-14t09:29:00.000,2021-12-14t09:30:00.000,2021-12-14t09:30:00.000,2021-12-14t09:30:00.000,emirates,fdb,1.0,,0,1.4,701,611,55.3644,25.2528,0
arrival,landed,omdb,29.0,2021-12-14t07:40:00.000,2021-12-14t07:40:00.000,2021-12-14t08:09:00.000,2021-12-14t08:09:00.000,2021-12-14t08:09:00.000,tlv,llbg,2021-12-14t09:30:00.000,2021-12-14t09:29:00.000,2021-12-14t09:30:00.000,2021-12-14t09:30:00.000,2021-12-14t09:30:00.000,flydubai,,1.0,,0,1.4,701,611,55.3644,25.2528,0
arrival,landed,ltfj,32.0,2021-12-14t08:30:00.000,2021-12-14t08:30:00.000,2021-12-14t09:01:00.000,2021-12-14t09:01:00.000,2021-12-14t09:01:00.000,tlv,llbg,2021-12-14t09:35:00.000,2021-12-14t09:45:00.000,2021-12-14t09:43:00.000,2021-12-14t09:43:00.000,2021-12-14t09:43:00.000,turkish airlines,,8.0,,0,1.4,701,611,29.3092,40.8983,0
arrival,landed,cyyz,14.0,2021-12-13t16:50:00.000,2021-12-13t17:13:00.000,2021-12-13t17:04:00.000,2021-12-13t17:04:00.000,2021-12-13t17:04:00.000,tlv,llbg,2021-12-14t10:15:00.000,2021-12-14t09:52:00.000,2021-12-14t09:53:00.000,2021-12-14t09:53:00.000,2021-12-14t09:53:00.000,air canada,,0.0,,0,1.36,771,606,-79.6307,43.6767,0
arrival,landed,loww,2.0,2021-12-14t05:55:00.000,2021-12-14t05:55:00.000,2021-12-14t05:57:00.000,2021-12-14t05:57:00.000,2021-12-14t05:57:00.000,tlv,llbg,2021-12-14t10:25:00.000,2021-12-14t10:21:00.000,2021-12-14t09:59:00.000,2021-12-14t09:59:00.000,2021-12-14t09:59:00.000,ryanair,,0.0,,0,1.4,701,611,16.5697,48.1103,0
arrival,landed,ulli,3.0,2021-12-14t06:10:00.000,2021-12-14t06:10:00.000,2021-12-14t06:12:00.000,2021-12-14t06:12:00.000,2021-12-14t06:12:00.000,tlv,llbg,2021-12-14t10:25:00.000,2021-12-14t09:56:00.000,2021-12-14t09:56:00.000,2021-12-14t09:56:00.000,2021-12-14t09:56:00.000,nordwind airlines,,0.0,,1,1.4,701,611,30.2625,59.8003,0
arrival,landed,lirf,20.0,2021-12-14t06:15:00.000,2021-12-14t06:15:00.000,2021-12-14t06:35:00.000,2021-12-14t06:35:00.000,2021-12-14t06:35:00.000,tlv,llbg,2021-12-14t10:40:00.000,2021-12-14t10:30:00.000,2021-12-14t10:31:00.000,2021-12-14t10:31:00.000,2021-12-14t10:31:00.000,ryanair,,0.0,,0,1.4,701,611,12.2389,41.8003,0
arrival,landed,loww,11.0,2021-12-14t06:35:00.000,2021-12-14t06:35:00.000,2021-12-14t06:46:00.000,2021-12-14t06:46:00.000,2021-12-14t06:46:00.000,tlv,llbg,2021-12-14t10:55:00.000,2021-12-14t10:46:00.000,2021-12-14t10:47:00.000,2021-12-14t10:47:00.000,2021-12-14t10:47:00.000,asl airlines belgium,,0.0,,0,1.4,701,611,16.5697,48.1103,0
arrival,landed,lime,16.0,2021-12-14t06:25:00.000,2021-12-14t06:25:00.000,2021-12-14t06:40:00.000,2021-12-14t06:40:00.000,2021-12-14t06:40:00.000,tlv,llbg,2021-12-14t11:10:00.000,2021-12-14t11:01:00.000,2021-12-14t10:59:00.000,2021-12-14t10:59:00.000,2021-12-14t10:59:00.000,ryanair,,0.0,,0,1.4,701,611,9.7003,45.6689,0
arrival,landed,kjfk,24.0,2021-12-13t18:00:00.000,2021-12-13t18:56:00.000,2021-12-13t18:23:00.000,2021-12-13t18:23:00.000,2021-12-13t18:23:00.000,tlv,llbg,2021-12-14t11:20:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,aeromexico,ely,0.0,,0,1.36,771,606,-73.7787,40.6399,0
arrival,landed,kjfk,24.0,2021-12-13t18:00:00.000,2021-12-13t18:56:00.000,2021-12-13t18:23:00.000,2021-12-13t18:23:00.000,2021-12-13t18:23:00.000,tlv,llbg,2021-12-14t11:20:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,aerolineas argentinas,ely,0.0,,0,1.36,771,606,-73.7787,40.6399,0
arrival,landed,kjfk,24.0,2021-12-13t18:00:00.000,2021-12-13t18:56:00.000,2021-12-13t18:23:00.000,2021-12-13t18:23:00.000,2021-12-13t18:23:00.000,tlv,llbg,2021-12-14t11:20:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,2021-12-14t10:53:00.000,el al,,0.0,,0,1.36,771,606,-73.7787,40.6399,0
arrival,landed,eyvi,14.0,2021-12-14t07:30:00.000,2021-12-14t07:30:00.000,2021-12-14t07:44:00.000,2021-12-14t07:44:00.000,2021-12-14t07:44:00.000,tlv,llbg,2021-12-14t11:30:00.000,2021-12-14t11:38:00.000,2021-12-14t11:38:00.000,2021-12-14t11:38:00.000,2021-12-14t11:38:00.000,ryanair,,8.0,,0,1.4,701,611,25.2878,54.6369,0
arrival,landed,lhbp,9.0,2021-12-14t07:15:00.000,2021-12-14t07:15:00.000,2021-12-14t07:23:00.000,2021-12-14t07:23:00.000,2021-12-14t07:23:00.000,tlv,llbg,2021-12-14t11:35:00.000,2021-12-14t11:20:00.000,2021-12-14t11:21:00.000,2021-12-14t11:21:00.000,2021-12-14t11:21:00.000,ryanair,,0.0,,0,1.4,701,611,19.2619,47.4394,0
arrival,landed,omdb,27.0,2021-12-14t09:50:00.000,2021-12-14t09:50:00.000,2021-12-14t10:16:00.000,2021-12-14t10:16:00.000,2021-12-14t10:16:00.000,tlv,llbg,2021-12-14t11:40:00.000,2021-12-14t11:30:00.000,2021-12-14t11:34:00.000,2021-12-14t11:34:00.000,2021-12-14t11:34:00.000,emirates,fdb,0.0,,0,1.4,701,611,55.3644,25.2528,0
arrival,landed,omdb,27.0,2021-12-14t09:50:00.000,2021-12-14t09:50:00.000,2021-12-14t10:16:00.000,2021-12-14t10:16:00.000,2021-12-14t10:16:00.000,tlv,llbg,2021-12-14t11:40:00.000,2021-12-14t11:30:00.000,2021-12-14t11:34:00.000,2021-12-14t11:34:00.000,2021-12-14t11:34:00.000,flydubai,,0.0,,0,1.4,701,611,55.3644,25.2528,0
arrival,landed,limc,27.0,2021-12-14t07:00:00.000,2021-12-14t06:50:00.000,2021-12-14t07:27:00.000,2021-12-14t07:27:00.000,2021-12-14t07:27:00.000,tlv,llbg,2021-12-14t11:55:00.000,2021-12-14t11:51:00.000,2021-12-14t11:52:00.000,2021-12-14t11:52:00.000,2021-12-14t11:52:00.000,easyjet,,0.0,,0,1.4,701,611,8.7231,45.63,0
arrival,landed,ebci,9.0,2021-12-14t06:35:00.000,2021-12-14t06:35:00.000,2021-12-14t06:44:00.000,2021-12-14t06:44:00.000,2021-12-14t06:44:00.000,tlv,llbg,2021-12-14t12:05:00.000,2021-12-14t11:47:00.000,2021-12-14t11:48:00.000,2021-12-14t11:48:00.000,2021-12-14t11:48:00.000,ryanair,,0.0,,0,1.4,701,611,4.4528,50.46,0
arrival,landed,lsgg,2.0,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,2021-12-14t07:07:00.000,2021-12-14t07:07:00.000,2021-12-14t07:07:00.000,tlv,llbg,2021-12-14t12:10:00.000,2021-12-14t11:45:00.000,2021-12-14t11:46:00.000,2021-12-14t11:46:00.000,2021-12-14t11:46:00.000,easyjet,,0.0,,0,1.4,701,611,6.1094,46.2383,0
arrival,scheduled,ltba,64.0,2021-12-14t03:10:00.000,2021-12-14t03:30:00.000,2021-12-14t04:14:00.000,2021-12-14t04:14:00.000,2021-12-14t04:14:00.000,tlv,llbg,2021-12-14t04:08:00.000,2021-12-14t04:56:00.000,,,,turkish airlines,,48.0,,0,1.4,701,611,28.8142,40.9761,0
arrival,landed,cyyz,38.0,2021-12-13t19:15:00.000,2021-12-13t20:02:00.000,2021-12-13t19:53:00.000,2021-12-13t19:53:00.000,2021-12-13t19:53:00.000,tlv,llbg,2021-12-14t12:50:00.000,2021-12-14t12:47:00.000,2021-12-14t12:48:00.000,2021-12-14t12:48:00.000,2021-12-14t12:48:00.000,el al,,0.0,,0,1.36,771,606,-79.6307,43.6767,0
arrival,landed,lfpo,33.0,2021-12-14t07:05:00.000,2021-12-14t07:05:00.000,2021-12-14t07:37:00.000,2021-12-14t07:37:00.000,2021-12-14t07:37:00.000,tlv,llbg,2021-12-14t12:50:00.000,2021-12-14t12:44:00.000,2021-12-14t12:40:00.000,2021-12-14t12:40:00.000,2021-12-14t12:40:00.000,transavia france,,0.0,,0,1.4,701,611,2.3794,48.7233,0
arrival,landed,lfll,13.0,2021-12-14t07:40:00.000,2021-12-14t07:40:00.000,2021-12-14t07:53:00.000,2021-12-14t07:53:00.000,2021-12-14t07:53:00.000,tlv,llbg,2021-12-14t12:50:00.000,2021-12-14t12:44:00.000,2021-12-14t12:45:00.000,2021-12-14t12:45:00.000,2021-12-14t12:45:00.000,easyjet,,0.0,,0,1.4,701,611,5.0811,45.7256,0
arrival,landed,lcph,2.0,2021-12-14t11:50:00.000,2021-12-14t11:50:00.000,2021-12-14t11:51:00.000,2021-12-14t11:51:00.000,2021-12-14t11:51:00.000,tlv,llbg,2021-12-14t12:55:00.000,2021-12-14t12:31:00.000,2021-12-14t12:32:00.000,2021-12-14t12:32:00.000,2021-12-14t12:32:00.000,ryanair,,0.0,,0,1.4,701,611,32.485,34.7183,0
arrival,landed,ukbb,17.0,2021-12-14t09:45:00.000,2021-12-14t09:45:00.000,2021-12-14t10:02:00.000,2021-12-14t10:02:00.000,2021-12-14t10:02:00.000,tlv,llbg,2021-12-14t12:55:00.000,2021-12-14t13:18:00.000,2021-12-14t13:16:00.000,2021-12-14t13:16:00.000,2021-12-14t13:16:00.000,uia,,21.0,,1,1.4,701,611,30.8933,50.3447,0
arrival,landed,lfpg,14.0,2021-12-14t07:15:00.000,2021-12-14t07:15:00.000,2021-12-14t07:28:00.000,2021-12-14t07:28:00.000,2021-12-14t07:28:00.000,tlv,llbg,2021-12-14t13:00:00.000,2021-12-14t12:33:00.000,2021-12-14t12:35:00.000,2021-12-14t12:35:00.000,2021-12-14t12:35:00.000,easyjet,,0.0,,0,1.4,701,611,2.5478,49.0097,0
arrival,landed,eham,29.0,2021-12-14t07:15:00.000,2021-12-14t07:30:00.000,2021-12-14t07:44:00.000,2021-12-14t07:44:00.000,2021-12-14t07:44:00.000,tlv,llbg,2021-12-14t13:00:00.000,2021-12-14t13:05:00.000,2021-12-14t13:01:00.000,2021-12-14t13:01:00.000,2021-12-14t13:01:00.000,easyjet,,1.0,,0,1.4,701,611,4.7642,52.3081,0
arrival,landed,ukbb,31.0,2021-12-14t10:00:00.000,2021-12-14t10:00:00.000,2021-12-14t10:31:00.000,2021-12-14t10:31:00.000,2021-12-14t10:31:00.000,tlv,llbg,2021-12-14t13:10:00.000,2021-12-14t13:27:00.000,2021-12-14t13:29:00.000,2021-12-14t13:29:00.000,2021-12-14t13:29:00.000,skyup airlines,,19.0,,1,1.4,701,611,30.8933,50.3447,0
arrival,active,ugsb,0.0,2021-12-14t13:25:00.000,,,,,tlv,llbg,2021-12-14t13:50:00.000,2021-12-14t13:48:00.000,,,,israir airlines,,0.0,,0,1.4,701,611,41.5994,41.6102,0
arrival,landed,kord,27.0,2021-12-13t18:35:00.000,2021-12-13t18:57:00.000,2021-12-13t19:02:00.000,2021-12-13t19:02:00.000,2021-12-13t19:02:00.000,tlv,llbg,2021-12-14t14:00:00.000,2021-12-14t13:39:00.000,2021-12-14t13:40:00.000,2021-12-14t13:40:00.000,2021-12-14t13:40:00.000,united airlines,,0.0,,0,1.36,771,606,-87.9066,41.9745,0
arrival,landed,ltfm,1.0,2021-12-14t13:00:00.000,2021-12-14t13:00:00.000,2021-12-14t13:00:00.000,2021-12-14t13:00:00.000,2021-12-14t13:00:00.000,tlv,llbg,2021-12-14t14:00:00.000,2021-12-14t13:50:00.000,2021-12-14t13:51:00.000,2021-12-14t13:51:00.000,2021-12-14t13:51:00.000,mng airlines,,0.0,,0,1.4,701,611,28.7519,41.2753,0
arrival,landed,lfpg,67.0,2021-12-14t08:55:00.000,2021-12-14t09:45:00.000,2021-12-14t10:01:00.000,2021-12-14t10:01:00.000,2021-12-14t10:01:00.000,tlv,llbg,2021-12-14t14:05:00.000,2021-12-14t14:54:00.000,2021-12-14t14:51:00.000,2021-12-14t14:51:00.000,2021-12-14t14:51:00.000,delta air lines,afr,47.0,,0,1.4,701,611,2.5478,49.0097,0
arrival,landed,lfpg,67.0,2021-12-14t08:55:00.000,2021-12-14t09:45:00.000,2021-12-14t10:01:00.000,2021-12-14t10:01:00.000,2021-12-14t10:01:00.000,tlv,llbg,2021-12-14t14:05:00.000,2021-12-14t14:54:00.000,2021-12-14t14:51:00.000,2021-12-14t14:51:00.000,2021-12-14t14:51:00.000,klm,afr,47.0,,0,1.4,701,611,2.5478,49.0097,0
arrival,landed,lfpg,67.0,2021-12-14t08:55:00.000,2021-12-14t09:45:00.000,2021-12-14t10:01:00.000,2021-12-14t10:01:00.000,2021-12-14t10:01:00.000,tlv,llbg,2021-12-14t14:05:00.000,2021-12-14t14:54:00.000,2021-12-14t14:51:00.000,2021-12-14t14:51:00.000,2021-12-14t14:51:00.000,air france,,47.0,,0,1.4,701,611,2.5478,49.0097,0
arrival,landed,kewr,15.0,2021-12-13t20:50:00.000,2021-12-13t21:12:00.000,2021-12-13t21:05:00.000,2021-12-13t21:05:00.000,2021-12-13t21:05:00.000,tlv,llbg,2021-12-14t14:10:00.000,2021-12-14t13:58:00.000,2021-12-14t10:15:00.000,2021-12-14t10:15:00.000,2021-12-14t10:15:00.000,el al,,0.0,,0,1.36,771,606,-74.1687,40.6925,0
arrival,landed,omdb,9.0,2021-12-14t12:50:00.000,,2021-12-14t12:58:00.000,2021-12-14t12:58:00.000,2021-12-14t12:58:00.000,tlv,llbg,2021-12-14t14:25:00.000,2021-12-14t14:12:00.000,2021-12-14t14:13:00.000,2021-12-14t14:13:00.000,2021-12-14t14:13:00.000,el al,,0.0,,0,1.4,701,611,55.3644,25.2528,0
arrival,landed,egll,73.0,2021-12-14t07:45:00.000,2021-12-14t08:40:00.000,2021-12-14t08:58:00.000,2021-12-14t08:58:00.000,2021-12-14t08:58:00.000,tlv,llbg,2021-12-14t14:35:00.000,2021-12-14t15:14:00.000,2021-12-14t15:23:00.000,2021-12-14t15:23:00.000,2021-12-14t15:23:00.000,british airways,,48.0,,0,1.4,701,611,-0.4614,51.4775,0
arrival,landed,ltai,10.0,2021-12-14t14:05:00.000,2021-12-14t14:05:00.000,2021-12-14t14:14:00.000,2021-12-14t14:14:00.000,2021-12-14t14:14:00.000,tlv,llbg,2021-12-14t14:35:00.000,2021-12-14t14:19:00.000,2021-12-14t14:21:00.000,2021-12-14t14:21:00.000,2021-12-14t14:21:00.000,pegasus,,0.0,,0,1.4,701,611,30.7928,36.9003,0
arrival,landed,ltfj,16.0,2021-12-14t13:50:00.000,2021-12-14t13:50:00.000,2021-12-14t14:06:00.000,2021-12-14t14:06:00.000,2021-12-14t14:06:00.000,tlv,llbg,2021-12-14t14:55:00.000,2021-12-14t14:44:00.000,2021-12-14t14:48:00.000,2021-12-14t14:48:00.000,2021-12-14t14:48:00.000,pegasus,,0.0,,0,1.4,701,611,29.3092,40.8983,0
arrival,landed,eddf,20.0,2021-12-14t10:10:00.000,2021-12-14t10:10:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,tlv,llbg,2021-12-14t15:15:00.000,2021-12-14t15:13:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,air canada,dlh,2.0,,0,1.4,701,611,8.5705,50.0333,0
arrival,landed,eddf,20.0,2021-12-14t10:10:00.000,2021-12-14t10:10:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,tlv,llbg,2021-12-14t15:15:00.000,2021-12-14t15:13:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,ana,dlh,2.0,,0,1.4,701,611,8.5705,50.0333,0
arrival,landed,eddf,20.0,2021-12-14t10:10:00.000,2021-12-14t10:10:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,tlv,llbg,2021-12-14t15:15:00.000,2021-12-14t15:13:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,brussels airlines,dlh,2.0,,0,1.4,701,611,8.5705,50.0333,0
arrival,landed,eddf,20.0,2021-12-14t10:10:00.000,2021-12-14t10:10:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,tlv,llbg,2021-12-14t15:15:00.000,2021-12-14t15:13:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,united airlines,dlh,2.0,,0,1.4,701,611,8.5705,50.0333,0
arrival,landed,eddf,20.0,2021-12-14t10:10:00.000,2021-12-14t10:10:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,2021-12-14t10:29:00.000,tlv,llbg,2021-12-14t15:15:00.000,2021-12-14t15:13:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,2021-12-14t15:16:00.000,lufthansa,,2.0,,0,1.4,701,611,8.5705,50.0333,0
arrival,landed,lukk,0.0,2021-12-14t12:40:00.000,2021-12-14t12:40:00.000,2021-12-14t12:34:00.000,2021-12-14t12:34:00.000,2021-12-14t12:34:00.000,tlv,llbg,2021-12-14t15:25:00.000,2021-12-14t15:11:00.000,2021-12-14t15:12:00.000,2021-12-14t15:12:00.000,2021-12-14t15:12:00.000,air moldova,,0.0,,0,1.4,701,611,28.9308,46.9278,0
arrival,landed,omdb,18.0,2021-12-14t14:15:00.000,2021-12-14t14:15:00.000,2021-12-14t14:33:00.000,2021-12-14t14:33:00.000,2021-12-14t14:33:00.000,tlv,llbg,2021-12-14t16:05:00.000,2021-12-14t15:51:00.000,2021-12-14t15:51:00.000,2021-12-14t15:51:00.000,2021-12-14t15:51:00.000,israir airlines,,0.0,,0,1.4,701,611,55.3644,25.2528,0
arrival,landed,kewr,62.0,2021-12-13t23:05:00.000,2021-12-13t23:59:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,tlv,llbg,2021-12-14t16:20:00.000,2021-12-14t16:52:00.000,2021-12-14t16:56:00.000,2021-12-14t16:56:00.000,2021-12-14t16:56:00.000,united airlines,,37.0,,0,1.36,771,606,-74.1687,40.6925,0
arrival,landed,lfpo,36.0,2021-12-14t11:00:00.000,2021-12-14t11:00:00.000,2021-12-14t11:36:00.000,2021-12-14t11:36:00.000,2021-12-14t11:36:00.000,tlv,llbg,2021-12-14t16:45:00.000,2021-12-14t16:40:00.000,2021-12-14t16:45:00.000,2021-12-14t16:45:00.000,2021-12-14t16:45:00.000,transavia france,,1.0,,0,1.4,701,611,2.3794,48.7233,0
arrival,landed,evra,25.0,2021-12-14t12:50:00.000,2021-12-14t12:50:00.000,2021-12-14t13:14:00.000,2021-12-14t13:14:00.000,2021-12-14t13:14:00.000,tlv,llbg,2021-12-14t17:00:00.000,2021-12-14t17:20:00.000,2021-12-14t17:21:00.000,2021-12-14t17:21:00.000,2021-12-14t17:21:00.000,air baltic,,21.0,,0,1.4,701,611,23.9711,56.9236,0
arrival,landed,kjfk,17.0,2021-12-13t23:50:00.000,2021-12-14t00:19:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,tlv,llbg,2021-12-14t17:10:00.000,2021-12-14t16:54:00.000,2021-12-14t17:03:00.000,2021-12-14t17:03:00.000,2021-12-14t17:03:00.000,aeromexico,ely,0.0,,0,1.36,771,606,-73.7787,40.6399,0
arrival,landed,kjfk,17.0,2021-12-13t23:50:00.000,2021-12-14t00:19:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,tlv,llbg,2021-12-14t17:10:00.000,2021-12-14t16:54:00.000,2021-12-14t17:03:00.000,2021-12-14t17:03:00.000,2021-12-14t17:03:00.000,aerolineas argentinas,ely,0.0,,0,1.36,771,606,-73.7787,40.6399,0
arrival,landed,kjfk,17.0,2021-12-13t23:50:00.000,2021-12-14t00:19:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,2021-12-14t00:06:00.000,tlv,llbg,2021-12-14t17:10:00.000,2021-12-14t16:54:00.000,2021-12-14t17:03:00.000,2021-12-14t17:03:00.000,2021-12-14t17:03:00.000,el al,,0.0,,0,1.36,771,606,-73.7787,40.6399,0
